OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,FBndID,MLRA,HUC12
225,5963,15.59309292,3549.326739,98299.85908,24.28006554,34944.12109,109575.9375,71,5619.86377,52.70465469,614.3678589,15.28123093,4.366065979,1413.691824,0.15987323,139.465444,12.45922302,35503,18461,0.101117535,1571.204533,3142405,1178.403395,0.004497916,40563.98438,115195.8047,1.892861724,2.19727993,29.65378571,34.42283249,F070801030606_57,108,070801030606
226,5990,6.422836304,1625.523578,43830.06563,10.82602596,14393.57617,48857.85547,75,2646.963623,21.70918655,253.0597534,6.294379711,1.798394203,185.0880258,0.020931451,148.094251,13.18335342,5366,2791,0.015287311,175.9123516,351824,131.934262,0.000503587,17040.53906,51504.82031,5.157139301,6.105531693,109.0965729,129.159317,F070801030606_32,108,070801030606
227,5995,11.76148415,1857.926218,68637.14687,16.95337486,26357.48633,76510.57813,87,4808.316406,39.7538147,463.4024658,11.52625465,3.293215513,362.0769987,0.040946986,139.6698715,12.47809944,9405,4890,0.026784288,450.5393767,901077,337.9045302,0.001289767,31165.80273,81318.89063,5.390079021,6.373374939,78.00276184,92.23256683,F070801030302_68,108,070801030302
228,6008,6.129737377,1193.049975,34777.24128,8.589978218,13736.74121,38766.57031,88,2464.293213,20.71851158,241.5116577,6.007142544,1.716326475,285.3278251,0.032267486,145.16647,12.92149268,7829,4073,0.022309285,236.0267006,472054,177.0200263,0.000675678,16201.03418,41230.86328,3.372634649,3.97766614,77.59992981,91.52091217,F070802060603_481,108,070802060603
229,6014,7.419430256,1796.338882,47778.27318,11.80123329,16626.94336,53258.96484,68,2616.097412,25.07767487,292.3255615,7.27104187,2.0774405,355.4905042,0.040202125,141.1534004,12.58487169,8810,4580,0.025086307,439.6180909,879237,329.7135748,0.001258503,19243.04102,55875.0625,3.630337,4.201537132,50.42844772,58.36290359,F070801030605_83,108,070801030605
230,6015,9.341446877,1267.701241,52091.05291,12.86649036,20934.18164,58066.47266,86,3607.249023,31.57409096,368.053009,9.154618263,2.615605116,222.2893574,0.025138518,137.1301963,12.28606155,5592,2907,0.015922684,195.3540569,390707,146.5155459,0.000559244,24541.42969,61673.72266,7.201301098,8.442184448,142.8802795,167.5005188,F070801030303_524,108,070801030303
231,6026,3.667256355,1162.266994,27275.21443,6.736978054,8218.321289,30403.98242,83,1822.891357,12.39532661,144.4898987,3.593911171,1.026831746,188.2535123,0.021289433,130.9997711,11.79861145,4489,2335,0.012789635,70.0239853,140048,52.51798921,0.000200459,10041.21289,32226.87305,3.519623756,4.300305367,156.4858398,191.1956787,F070801030605_246,108,070801030605
232,6030,8.520971298,1644.133264,52112.88467,12.87188244,19095.49609,58090.80469,84,3524.83667,28.80088234,335.7262573,8.350551605,2.385871887,278.4679917,0.031491713,133.015754,11.96601599,7102,3692,0.020222411,164.8545443,329708,123.6409084,0.000471932,22620.33203,61615.64063,5.172127724,6.126850605,154.4431915,182.9518433,F070801030303_28,108,070801030303
233,6036,6.879603863,1662.51505,44790.43143,11.06323624,15417.19238,49928.38672,86,3101.689209,23.25306129,271.0563965,6.742012024,1.926289082,204.177456,0.023090258,143.6281455,12.82824435,5446,2832,0.015511882,147.7774492,295555,110.833089,0.000423045,18518.88086,53030.07422,5.44392395,6.539152622,139.1027985,167.0880127,F070801030605_158,108,070801030605
234,6047,4.388248444,1038.000239,23911.39065,5.906113625,9834.064453,26654.29102,82,1578.822144,14.83228016,172.8969879,4.300483704,1.228709579,156.6888835,0.017719815,152.7224731,13.58547688,4422,2300,0.012597927,93.26840401,186537,69.95130157,0.000267001,11412.88672,28233.11328,4.275680065,4.962124825,140.5844421,163.1547394,F070801030302_114,108,070801030302
235,6071,5.323333263,1043.380427,32577.22221,8.046573639,11929.58984,36314.1875,81,2124.77832,17.99286652,209.7393341,5.216866493,1.490533352,285.0667338,0.032237959,133.9996482,12.03243693,6777,3526,0.01931317,230.1967601,460394,172.6475682,0.000658988,14054.36816,38438.96484,3.383321047,3.985924006,69.09793091,81.40496063,F070801030302_186,108,070801030302
236,6081,9.025749207,2306.492096,56526.8003,13.96212006,20226.70313,63011.04688,81,3686.837158,30.50703239,355.6145325,8.845233917,2.527209759,514.3009844,0.05816187,139.409937,11.89784047,12774,6642,0.036380622,1312.395976,2624791,984.2969795,0.00375702,23913.54102,66697.88281,3.045273066,3.600352526,20.54939079,24.29504585,F070801030303_131,108,070801030303
237,6099,6.04051733,1215.583778,37362.18374,9.228459358,13536.7998,41648.03516,85,2557.206055,20.41694832,237.9963837,5.919706821,1.691344857,258.6939533,0.029255483,152.7222214,13.58545224,7346,3820,0.020923513,175.9875498,351975,131.9906616,0.000503803,16094.00586,44205.24219,3.543664932,4.21309042,102.5587692,121.9329147,F070801030302_267,108,070801030302
238,6119,12.85970974,2005.327809,68100.07271,16.82071877,28818.60938,75911.90625,83,4551.350098,43.46582031,506.6725769,12.60251522,3.600718737,385.2898493,0.043572108,134.0357644,12.03291832,9537,4959,0.027162226,185.2607732,370522,138.9455805,0.000530349,33369.96094,80463.25781,5.811375141,6.729171276,207.4093323,240.1656952,F070801030301_35,108,070801030301
239,6127,5.504183292,1437.709042,34503.67354,8.522407532,12334.875,38461.625,73,2028.162598,18.60413933,216.8648224,5.394099712,1.541171312,157.4742511,0.017808632,131.0016581,9.136558384,3528,1834,0.010045477,52.91855508,105838,39.68891656,0.000151491,14363.03711,40489.78906,6.725667953,7.831535816,310.7889099,361.8903809,F070801030606_67,108,070801030606
240,6167,5.230344772,1382.650068,41770.72241,10.31736851,11721.20215,46562.28516,81,2724.404297,17.67856598,206.0755768,5.125737667,1.464496493,157.4123071,0.017801627,141.1996787,12.58901146,4020,2091,0.011453159,177.4412757,354883,133.0809582,0.000507964,14445.60645,49286.6875,5.605548382,6.90846777,88.07572937,108.5475082,F070801030606_347,108,070801030606
241,6185,5.753308773,1175.687338,38344.43497,9.471075058,12893.16504,42742.96094,57,1759.915161,19.44618416,226.6803589,5.638242722,1.610926509,213.4297856,0.024136597,133.8343124,10.81863248,4917,2557,0.014005608,75.18059316,150362,56.38544449,0.000215221,14653.08008,44502.875,5.042301655,5.730575085,228.6612244,259.8734436,F070801030606_61,108,070801030606
242,6192,2.882807016,877.7074725,18739.52701,4.628663063,6460.370605,20889.15625,78,1176.976563,9.743887901,113.5825958,2.825150967,0.807185948,159.0613446,0.017988115,133.124155,11.96419978,3677,1913,0.010478189,132.9792891,265958,99.73446518,0.000380682,7637.347168,22066.13281,3.377088547,3.992340326,64.77571106,76.57681274,F070801030302_166,108,070801030302
243,6208,11.12957191,1770.314861,62924.32979,15.54230976,24941.37109,70142.44531,88,4458.777832,37.61795425,438.505127,10.90698051,3.116280079,275.2497029,0.031127759,143.9221771,11.74926293,7163,3725,0.020403164,166.1891663,332379,124.6418761,0.000475753,29400.14844,74601.22656,6.695670128,7.89265728,200.1042633,235.8769684,F070802060502_374,108,070802060502
244,6211,8.117987633,1236.643161,43970.3344,10.86067295,18192.41016,49014.21875,90,3186.521484,27.4387989,319.8487244,7.955627918,2.27303648,152.4297497,0.017238153,136.8746204,12.26563621,3824,1989,0.010894468,83.45446944,166910,62.59085321,0.000238907,21378.93164,52200.74219,9.146511078,10.74858284,290.6560364,341.5663757,F070802060603_335,108,070802060603
245,6226,17.85351563,2094.037456,104058.1087,25.70235252,40009.72656,115994.7188,83,6954.54248,60.34488297,703.4285278,17.4964447,4.998984337,524.328839,0.059295911,135.4996921,12.14743558,13305,6918,0.037892373,268.2264643,536451,201.1698505,0.000767857,46964.26953,122949.2578,5.783423901,6.788706303,198.8852997,233.4558105,F070801030301_53,108,070801030301
246,6229,3.419818878,827.8992481,21994.12776,5.432549477,7663.813965,24517.0957,59,1533.096924,11.55898762,134.74086,3.351422548,0.957549274,152.9473483,0.017296688,132.7010818,7.884177282,3665,1907,0.010445325,321.3591402,642717,241.019343,0.000919961,9196.911133,26050.19336,4.018780231,4.822711468,31.79750633,38.15839386,F070802060302_253,108,070802060302
247,6261,13.10630703,2228.160497,75311.76623,18.60200691,29371.23438,83950.85938,88,5336.543945,44.29931641,516.3884888,12.84418106,3.669765949,280.759621,0.031750871,141.6955242,12.64825976,7583,3944,0.021602706,164.8868198,329774,123.6651171,0.000472024,34707.77734,89287.40625,7.447067738,8.800146103,237.5062256,280.6593933,F070802060603_412,108,070802060603
248,6270,12.80020714,1750.824645,75706.57347,18.69952393,28685.26367,84390.95313,89,5425.47998,43.26470184,504.3281555,12.5442028,3.584058046,359.7114951,0.040679473,132.8887787,11.9458491,9093,4728,0.025896956,198.7930784,397586,149.0948107,0.000569089,34110.74219,89816.42969,6.067102909,7.214623928,192.3961182,228.7855835,F070801030301_6,108,070801030301
249,6310,3.826161861,1092.48788,25296.44429,6.248221874,8574.428711,28198.22461,71,1446.213379,12.93242741,150.7507782,3.749638557,1.071325302,172.4667304,0.019504119,139.8151584,11.34921039,3794,1972,0.010801353,564.6383662,1129277,423.4787703,0.0016164,10020.64258,29644.4375,4.348087788,5.081461906,20.24760056,23.66267967,F070802060603_552,108,070802060603
250,6318,14.15097046,2109.64714,83425.20905,20.6060257,31712.32422,92994.99219,87,5844.28125,47.8302803,557.5482178,13.86795139,3.96227169,318.2337086,0.035988785,136.3809651,12.23445552,8068,4197,0.022988478,187.2531173,374507,140.4398382,0.000536053,37556.60547,98839.27344,7.555950642,8.948440552,225.8071899,267.4212952,F070802060603_336,108,070802060603
251,6338,15.18035603,2997.318587,93015.68892,22.9748745,34019.17969,103685.6094,77,5767.152832,51.30960464,598.1060181,14.87674904,4.250499725,463.579001,0.052425763,136.4182701,12.2232697,11183,5814,0.031845368,347.5608748,695119,260.6706518,0.000994969,39786.33203,109452.7656,5.851252079,6.843194485,130.5063629,152.630661,F070801030606_37,108,070801030606
252,6343,3.437640429,843.1308189,23259.85247,5.745183468,7703.752441,25928.01367,81,1517.072998,11.61922455,135.4430389,3.368887663,0.962539315,166.6281728,0.018843841,138.6808438,12.42203776,4225,2196,0.012028282,169.1477826,338297,126.8608382,0.000484222,9220.825195,27445.08594,3.508084059,4.198918343,60.72600937,72.68457031,F070801030303_35,108,070801030303
253,6348,12.12233829,2030.440554,80011.79419,19.76291275,27166.16016,89190.02344,86,5540.72998,40.97350311,477.6201172,11.8798914,3.394254684,444.8389605,0.050306467,132.4174445,11.90467174,11006,5722,0.031341451,215.0537533,430105,161.2903169,0.000615638,32706.89063,94730.75,4.747668743,5.715989113,168.4302063,202.7827301,F070801030302_262,108,070801030302
254,6381,21.70915985,2199.247231,126224.3491,31.17741394,48650.22656,140703.6719,89,9045.814453,73.37696075,855.3408813,21.27497673,6.078564644,494.4181585,0.055913337,141.0952902,12.58966273,12935,6729,0.036857152,321.652063,643303,241.2390474,0.000920799,57696.03906,149749.4844,7.229934216,8.57423687,201.6681213,239.1654205,F070802060502_377,108,070802060502
255,6383,5.174746513,1322.301511,28513.58786,7.042856216,11596.60742,31784.41016,86,1974.535278,17.49064255,203.8850098,5.071251392,1.448929071,220.5281592,0.024939346,134.3999252,12.06910737,5338,2777,0.015210627,161.3024864,322605,120.9768659,0.000461764,13571.14258,33758.94531,4.175948143,4.88697958,95.85805511,112.1796494,F070802060502_286,108,070802060502
256,6385,18.29803848,4661.996062,117651.3259,29.0598774,41005.90234,131147.2344,76,7199.875,61.84737015,720.942688,17.93207741,5.123450756,1370.254929,0.154960988,138.3008206,12.2026459,33895,17624,0.096532985,1829.075228,3658147,1371.806428,0.005236127,48205.77734,138347.1094,2.326708078,2.735234737,29.89190102,35.1403656,F070801030303_562,108,070801030303
257,6403,13.14126587,2637.623779,81675.52841,20.17385483,29449.57617,91044.60938,87,5721.709473,44.41748047,517.7658691,12.87844086,3.679554462,607.7528368,0.068730262,133.6564007,12.00364012,15086,7844,0.042964408,445.7837555,891566,334.3378183,0.001276153,35171.28516,96766.32031,3.754407883,4.483845711,88.0832901,105.196846,F070802060502_551,108,070802060502
258,6410,13.83037472,1959.458642,77322.76795,19.09872437,30993.86914,86192.54688,87,5416.780273,46.74666595,544.916748,13.5537672,3.87250495,440.0451563,0.04976434,142.6765381,11.98844852,11361,5908,0.03236024,268.0611522,536123,201.0458649,0.000767383,36410.64844,91609.32813,5.24608469,6.162940025,154.1631775,181.1061859,F070802060502_285,108,070802060502
259,6414,10.06196404,2003.702805,59780.3843,14.7657547,22548.86133,66637.85156,84,4043.454346,34.00943756,396.4413757,9.860724449,2.817349911,256.7967249,0.029040928,134.7773183,12.09305265,6481,3370,0.018458702,134.4100806,268822,100.8075576,0.000384778,26592.31641,70681.30469,6.691056728,7.89089489,223.682251,263.7928772,F070802060603_511,108,070802060603
260,6450,13.31797409,2480.750877,90689.06174,22.40019798,29845.58008,101092.0938,74,5403.82373,45.01475143,524.7281494,13.05161476,3.729032755,904.3873853,0.102276415,138.1347088,11.6572619,21657,11258,0.061664114,936.9082666,1873814,702.6811989,0.002682104,35249.40234,106495.9141,2.651055336,3.131053686,42.47385788,50.16414642,F070801030303_52,108,070801030303
261,6459,10.33641911,2353.857193,63403.43334,15.66064835,23163.91602,70676.50781,83,4237.458008,34.93709564,407.2549133,10.12969112,2.894197464,672.0553391,0.076002178,143.7000131,12.12981385,16143,8396,0.045987911,1474.497376,2948995,1105.873054,0.00422107,27401.375,74913.96875,2.758922815,3.263622522,20.94626999,24.77804756,F070802060704_377,108,070802060704
262,6467,9.479485512,2287.617767,56795.37364,14.02845764,21243.52734,63310.42969,76,3475.690674,32.04066086,373.4917297,9.289896011,2.654255867,374.7012573,0.042374653,142.9375498,12.71866995,9530,4956,0.027145794,355.2874839,710575,266.4656124,0.001017088,24719.21875,66786.11719,4.286426067,4.987735748,79.72333527,92.76701355,F070801030301_171,108,070801030301
263,6482,4.664656162,871.2346726,25972.53284,6.415215492,10453.49414,28951.86719,78,1631.260986,15.76653767,183.7874603,4.571362972,1.306103706,184.2491512,0.020836583,144.8428214,12.87763132,4880,2537,0.013896061,401.6506701,803301,301.2380047,0.001149813,12084.75488,30583.12891,4.120415688,4.763403416,34.70177841,40.11696625,F070802060704_538,108,070802060704
264,6488,7.711512089,1091.754607,45760.59725,11.30286789,17281.49805,51009.84375,86,3168.87207,26.06491089,303.8335876,7.557281971,2.159223318,175.6229157,0.019861049,137.1388575,12.26679246,4417,2297,0.012581495,157.8107874,315621,118.35809,0.000451768,20450.37109,54178.71484,7.523508072,8.903078079,146.0102844,172.7838898,F070801030303_229,108,070801030303
265,6493,6.326926231,1326.492629,36671.65209,9.057898521,14178.6416,40878.29688,80,2362.300049,21.38500977,249.280899,6.200387478,1.77153933,198.197737,0.022414017,143.1836441,12.73555899,5426,2822,0.015457109,126.7509606,253503,95.0632219,0.000362852,16540.94141,43240.59766,5.02432394,5.861424923,149.1495972,173.9993744,F070801030301_128,108,070801030301
266,6494,5.278855324,1538.001468,32075.08875,7.922546864,11829.91504,35754.45313,78,2014.545166,17.8425312,207.9868927,5.173278332,1.478079438,245.3497857,0.027746403,136.6656586,12.23437653,6192,3220,0.017637098,217.3642881,434729,163.0232159,0.000622253,13844.45996,37769,3.673886776,4.299521923,72.56583405,84.92324066,F070802060603_490,108,070802060603
267,6501,2.953777075,1007.754382,19217.2025,4.746648788,6619.414551,21421.62695,88,1361.718628,9.983766556,116.3788147,2.894701481,0.8270576,143.0912928,0.016182075,132.4168523,11.90362708,3370,1753,0.009601811,106.7350056,213471,80.05125509,0.000305552,7981.133301,22783.3457,3.776049376,4.552842617,82.6897049,99.70028687,F070801030303_573,108,070801030303
268,6508,3.278513193,1214.915235,22166.17022,5.47504425,7347.147949,24708.875,80,1427.891357,11.08137417,129.1734161,3.212942839,0.917983711,196.7325043,0.022248315,137.6933975,12.38063936,4831,2512,0.013759127,220.3695817,440738,165.2771865,0.000630856,8775.039063,26136.76563,2.924819946,3.493247986,44.45349121,53.09286499,F070801030303_642,108,070801030303
269,6545,3.422707558,1885.286627,24471.10124,6.044362068,7670.287598,27278.20508,72,1418.732788,11.56875134,134.8546753,3.354253292,0.958358109,498.1586614,0.056336348,132.001043,10.74409037,11032,5737,0.031423612,456.182321,912366,342.1367428,0.001305921,9089.020508,28696.9375,1.336985826,1.584281087,22.41877747,26.56546211,F070802060803_474,108,070802060803
270,6557,5.433428288,1562.28507,30268.2881,7.476267338,12176.3125,33740.39453,82,1998.555908,18.36498833,214.0770721,5.324759483,1.521359921,195.3046843,0.022086844,143.0413113,12.73352015,4937,2567,0.014060382,131.8480342,263695,98.88602505,0.000377444,14174.86816,35738.94922,4.743402004,5.521958828,123.134819,143.34552,F070801030301_560,108,070801030301
271,6566,8.353668213,1814.909842,58799.58344,14.52349758,18720.57031,65544.54688,81,3835.074463,28.23539925,329.1345215,8.186594963,2.339027166,536.0883776,0.060625788,142.7518748,12.70655678,13483,7013,0.038412723,501.0183174,1002036,375.7637382,0.001434274,22555.64453,69379.625,2.669409752,3.216261864,49.82005692,60.02613449,F070801030301_574,108,070801030301
272,6568,6.270397663,1553.113827,39684.68099,9.802116394,14051.96094,44236.95313,83,2652.256592,21.19394493,247.0536652,6.144989491,1.755711317,306.374844,0.034647676,141.8028173,12.62862253,8121,4223,0.023130889,227.9432779,455887,170.9574619,0.000652537,16704.2168,46889.21094,3.327482939,3.955533266,82.19565582,97.70978546,F070801030301_624,108,070801030301
273,6586,12.82709026,2723.132832,84086.40771,20.76934242,28745.50977,93732.03906,78,5281.228516,43.35556412,505.3873596,12.57054806,3.591585159,464.5629372,0.052537035,132.7696264,11.94677959,11821,6147,0.033669329,446.2777658,892557,334.7083216,0.001277567,34026.73828,99013.26563,4.676347733,5.535503387,85.88227081,101.6608658,F070802060603_340,108,070802060603
274,6591,11.29105186,1578.01729,63529.3012,15.69173717,25303.24805,70816.8125,88,4501.645996,38.16375351,444.8674316,11.06523037,3.161494493,219.3358292,0.024804506,132.4154758,11.90529299,5223,2716,0.014876509,196.1691015,392339,147.1268277,0.000561577,29804.89453,75318.46094,9.316365242,10.97381973,171.9825592,202.5796051,F070802060502_308,108,070802060502
275,6595,14.73852634,2494.773919,87382.25052,21.58341599,33029.03906,97405.95313,70,4925.335449,49.81621933,580.697937,14.4437561,4.126787186,502.8676553,0.056868884,141.8867011,12.66525655,13264,6898,0.037782826,348.0087921,696017,261.0065934,0.000996251,37954.375,102331.2891,4.788205147,5.502228737,126.5448456,145.41539,F070801030301_540,108,070801030301
276,6620,6.653964043,960.1398757,35200.61564,8.694552422,14911.5332,39238.51563,90,2550.981689,22.49039841,262.1661682,6.520884991,1.863109946,149.4243052,0.01689827,136.6645457,12.24016428,3696,1921,0.010522008,110.4626148,220925,82.8469615,0.000316223,17462.51563,41789.49609,7.7623806,9.090325356,179.9888916,210.7803955,F070801030303_647,108,070801030303
277,6632,7.916380882,1415.467215,45911.16881,11.34005833,17740.60938,51177.68359,82,3031.424316,26.75736809,311.9053955,7.758053303,2.21658659,379.8528427,0.042957241,141.7232936,12.63195551,9406,4891,0.026789766,693.2464638,1386492,519.9348521,0.001984569,20772.0332,54209.10938,3.627194643,4.246991158,34.12083054,39.95122147,F070802060704_417,108,070802060704
278,6636,5.113607883,1218.748321,33725.83711,8.330282211,11459.5957,37594.5625,87,2362.634277,17.28399467,201.4761505,5.01133585,1.43181026,169.8626851,0.019209629,135.6745052,12.16708875,4041,2101,0.011507932,131.829206,263660,98.87190378,0.00037739,13822.23047,39957.19531,5.454352856,6.578881741,115.9034576,139.7993774,F070801030301_34,108,070801030301
279,6658,8.53742218,2074.889617,55586.25428,13.72980499,19132.36328,61962.60938,73,3267.418701,28.85648727,336.3744202,8.36667347,2.390478134,362.7334342,0.041021222,137.6729262,12.33656926,9049,4705,0.025770977,250.7736511,501547,188.0802393,0.000717894,22399.78125,65230.02734,4.066389561,4.760846138,101.724472,119.0969391,F070801030606_1,108,070801030606
280,6682,13.77748489,2141.387266,89800.25589,22.18066406,30875.34375,100101.3359,84,6073.952637,46.5678978,542.8328857,13.50193501,3.857695818,411.346135,0.046518791,138.7516188,12.40875556,10916,5676,0.031089493,186.9674641,373935,140.2255975,0.000535235,36949.29688,106175.2891,5.439630508,6.50974226,220.1833649,263.4989319,F070801030303_766,108,070801030303
281,6685,7.710062027,1846.056982,50701.34774,12.52323246,17278.24805,56517.34766,72,2939.453125,26.060009,303.7764587,7.555860996,2.158817291,233.2332897,0.026376158,140.4084579,12.52286434,5545,2883,0.015791228,167.5361092,335070,125.6520831,0.000479609,20217.70117,59456.80078,5.993148804,7.012730122,137.5086517,160.9022369,F070801010405_23,108,070801010405
282,6702,6.910558701,1238.326233,36902.96824,9.11503315,15486.5625,41136.14453,85,2525.775879,23.3576889,272.276001,6.77234745,1.934956431,306.8939013,0.034706375,136.3523814,12.20567057,7846,4080,0.022347627,209.280323,418561,156.9602438,0.000599111,18012.33789,43661.92188,3.795726061,4.414788723,98.66551208,114.7573242,F070801030301_191,108,070801030301
283,6710,19.35396576,2235.69088,103161.18,25.48081207,43372.23828,114994.9063,87,7226.868164,65.41640472,762.5462646,18.96688652,5.419110298,601.8410146,0.068061699,133.1242854,11.95781934,14443,7512,0.041145925,482.853148,965706,362.1398599,0.001382272,50599.10547,122221.7734,5.77372694,6.735770226,119.7665405,139.7225494,F070802060502_569,108,070802060502
284,6712,12.57846832,1530.301631,65431.22698,16.16151237,28188.34766,72936.90625,73,3846.116699,42.51522446,495.5916443,12.32689857,3.521971226,360.0301506,0.04071551,137.4596568,12.30213839,9143,4754,0.026039367,403.1915052,806384,302.3936242,0.001154224,32034.46484,76783.02344,5.929395676,6.738423347,93.2173996,105.9363098,F070801030301_31,108,070801030301
285,6730,7.229174614,1358.095532,37189.26687,9.185749054,16200.58008,41455.28516,70,2096.187988,24.43461037,284.8294678,7.084590912,2.024168968,367.9259,0.041608433,143.5621249,12.82735968,9408,4891,0.026789766,347.3151774,694630,260.4863815,0.000994265,18296.76758,43551.47266,3.312324762,3.740905285,62.19357681,70.24078369,F070801030301_296,108,070801030301
286,6736,11.29577923,1997.175137,61121.39561,15.09698486,25313.8418,68132.69531,85,4183.374512,38.17973328,445.0537109,11.06986332,3.162818193,481.6346535,0.054467661,139.2546108,12.43082341,12425,6461,0.03538922,374.7902362,749580,281.092679,0.001072919,29497.2168,72316.07031,3.917944908,4.565425873,90.05514526,104.9376907,F070801030301_349,108,070801030301
287,6737,5.451881409,1095.075654,31706.04871,7.831394196,12217.66602,35343.08203,86,2195.609619,18.42735863,214.8041229,5.342844009,1.526526809,156.5619037,0.017705455,143.4666697,12.77040656,4092,2127,0.011650344,173.328196,346657,129.9961456,0.00049619,14413.27539,37538.69141,5.744083881,6.776340008,93.98483276,110.8746338,F070801030303_113,108,070801030303
288,6767,8.266102791,1669.245932,50547.09312,12.48513222,18524.33594,56345.40234,86,3500.331787,27.93942833,325.6844482,8.100780487,2.314508677,212.5454792,0.024036591,141.2003296,12.61332664,5849,3042,0.016662128,140.7679348,281536,105.5759516,0.000402979,22024.66797,59845.73438,6.089525223,7.240193367,175.4598083,208.6144409,F070801030606_91,108,070801030606
289,6771,7.848946095,2008.094788,52919.93583,13.07122421,17589.48828,58990.43359,80,3408.975342,26.52943802,309.2484741,7.69196701,2.197704792,343.6184267,0.038859521,132.9996131,11.25015244,7300,3795,0.02078658,589.3850865,1178769,442.0388144,0.001687243,20998.46289,62399.41016,4.63491106,5.533191681,39.79172897,47.50366211,F070802060603_494,108,070802060603
290,6791,8.613987923,1571.196152,43585.02601,10.76550102,19303.94727,48584.70703,88,3088.406982,29.11527824,339.3911133,8.441708565,2.411916733,300.9668611,0.034036091,132.2891761,11.8976148,7236,3764,0.020616781,181.8307223,363660,136.3730397,0.00052053,22392.35352,51673.11328,5.128572464,5.949084282,141.5525208,164.1992645,F070802060502_460,108,070802060502
291,6793,6.392421246,2100.569316,42606.01532,10.52368546,14325.41602,47493.39063,70,2401.505127,21.60638428,251.8614044,6.26457262,1.789877892,527.6870971,0.059675694,132.9615578,10.27013032,10694,5559,0.030448642,798.4181196,1596836,598.8135907,0.002285646,16726.92188,49894.89453,2.576977253,3.008980274,23.92299652,27.93343735,F070802060603_542,108,070802060603
292,6800,6.874891281,1176.601717,36343.74278,8.976904869,15406.63184,40512.77344,87,2546.029785,23.23713303,270.8707275,6.737393379,1.924969554,158.8243319,0.017961311,131.0009499,11.79869449,3896,2026,0.01109713,130.448598,260899,97.83644807,0.000373438,17952.66211,43058.80469,7.604457855,8.861136436,157.4733429,183.4966736,F070801030303_152,108,070801030303
293,6814,8.342790604,1948.26155,45886.77514,11.33403301,18696.19336,51150.49219,78,2882.018066,28.19863129,328.7059631,8.175934792,2.335981369,117.2567727,0.013260471,140.0680033,12.50003211,2322,1208,0.00661665,53.36567807,106731,40.02425867,0.000152771,21578.21094,54032.51172,15.47698116,17.86275673,467.1215515,539.1282959,F070801030301_201,108,070801030301
294,6816,28.32780075,2941.107382,177214.6352,43.77201462,63482.60156,197543.1094,81,11560.95215,95.74796295,1116.115356,27.76124382,7.931784153,840.8726378,0.095093586,140.0436466,12.52939279,22035,11459,0.062765063,402.0457539,804089,301.534313,0.001150944,75043.55469,209104.0625,5.539977551,6.548874855,210.5319366,248.8723602,F070801030303_692,108,070801030303
295,6841,10.07186508,1084.424041,53846.43628,13.30006981,22571.04883,60023.21484,87,3772.165771,34.0429039,396.8314819,9.870428085,2.820122242,173.8648776,0.019662234,134.5407982,12.0627954,4202,2184,0.011962553,165.4096839,330819,124.0572612,0.000473521,26343.21484,63795.37891,10.33472919,12.06191158,181.940567,212.347229,F070802060502_335,108,070802060502
296,6861,6.78873682,1226.606139,37234.61298,9.196949005,15213.55957,41505.83203,88,2638.420654,22.94593048,267.4762268,6.652962208,1.900846362,191.2747105,0.021631098,142.3965217,12.70112154,5188,2698,0.014777916,113.22218,226443,84.9166345,0.000324123,17851.98047,44144.25391,5.638828754,6.616745949,179.1587677,210.2294922,F070802060502_396,108,070802060502
297,6866,5.111141682,2028.027109,32861.32238,8.116746902,11454.06836,36630.87891,73,1931.623169,17.27565956,201.3789825,5.008918762,1.43111968,287.3791404,0.032499467,137.9260288,12.34864955,7204,3746,0.020518189,205.8196962,411639,154.3647723,0.000589204,13385.69141,38562.50391,3.057679653,3.57332921,74.2013092,86.7146759,F070801030606_492,108,070801030606
298,6881,10.00578403,1922.312298,61959.55751,15.30401039,22422.96289,69067,83,4140.958984,33.81954956,394.2279053,9.805667877,2.80161953,314.6728102,0.035586086,134.8449042,12.08457116,7842,4079,0.02234215,254.5875654,509176,190.9406722,0.000728812,26563.92188,73207.96094,5.497171402,6.512361526,117.4341888,139.1213379,F070802060704_491,108,070802060704
299,6888,7.948605061,1720.890775,47195.40198,11.65726471,17812.82422,52609.23438,84,3192.225098,26.86628532,313.1750488,7.789632797,2.225609303,232.1928707,0.026258498,142.6876297,12.76435554,5959,3099,0.016974337,110.5856017,221171,82.939201,0.000316575,21005.04883,55801.46094,5.747926712,6.778008461,214.7696686,253.2583923,F070801030301_550,108,070801030301
300,6889,4.677069664,1131.330476,26436.40254,6.529791355,10481.31348,29468.94922,73,1553.959717,15.80849552,184.2765503,4.583528042,1.309579492,171.3127955,0.019373621,132.4170742,10.71036724,3475,1805,0.009886634,187.1967262,374394,140.397546,0.000535891,12035.27344,31022.9082,5.806821823,6.667741299,74.65453339,85.72281647,F070802060801_169,108,070802060801
