OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,radial
1736,F070802060704_435,4072.337838,35396.54392,8.742946625,1512.529785,63,1795.626343,29.55115891,344.4721069,8.568087578,2.448024988,30.29227966,0.003425729,130.999054,11.7985611,751,684,0.003746514,65.2210238,130441,61.95997238,0.000236499,3308.15625,2.21130085,4.836485863,24.41140175,53.39183044,108,070802060704,32
1737,F070802060704_438,5582.16748,49201.45907,12.15276051,2102.42749,68,2694.023926,41.07633209,478.8187561,11.90970516,3.402772903,31.65323352,0.003579638,148.0014496,13.12381744,873,795,0.004354501,69.83435978,139668,66.34264241,0.000253227,4796.451172,2.64456296,6.03327179,31.69043922,72.29816437,108,070802060704,32
1738,F070802060704_440,11916.60281,105575.9518,26.07726097,4511.366211,77,6545.914063,88.1411438,1027.444092,25.55571556,7.301632881,62.30386821,0.007045893,131.0001373,11.79863739,1546,1408,0.007712122,82.82018372,165641,78.67917573,0.000300315,11057.28027,3.204095364,7.853181839,57.33875656,140.5363007,108,070802060704,32
1739,F070802060704_444,1393.021981,11948.01774,2.951160431,510.5507507,67,644.5924683,9.97492218,116.2757187,2.892137289,0.82632494,8.917132616,0.001008431,130.9982452,11.79850388,221,201,0.001100949,22.69950771,45399,21.56453228,8.23109E-05,1155.143188,2.540053368,5.746981144,23.6754837,53.56681061,108,070802060704,32
1740,F070802060704_445,2697.899912,23547.55357,5.816245556,1006.21051,75,1422.072021,19.65891075,229.16008,5.699920654,1.628548741,13.39313481,0.001514618,130.9952698,11.79829407,332,303,0.00165964,40.70780835,81416,38.67241786,0.000147611,2428.282471,3.320826769,8.014133453,26.01881599,62.79106903,108,070802060704,32
1741,F070802060704_447,2415.727932,21299.54594,5.260987759,910.1508789,63,1080.501587,17.78213882,207.2829132,5.155767918,1.473076582,15.73623158,0.001779597,131.0024109,11.79879761,390,355,0.001944463,41.27763702,82556,39.21375383,0.000149677,1990.652466,2.563805342,5.607471943,23.20999146,50.76414108,108,070802060704,32
1742,F070802060704_452,3389.034595,30199.8468,7.45936203,1290.469604,70,1702.226563,25.21264458,293.8988647,7.310174942,2.088621378,26.45479497,0.002991751,131.0003357,11.7986517,656,597,0.003269984,4.106737431,8213,3.901400488,1.48915E-05,2992.696289,2.161590576,5.012891769,330.770874,767.0825806,108,070802060704,32
1743,F070802060704_454,7055.107457,61879.37281,15.28420544,2644.16748,76,3786.814697,51.66061401,602.1976929,14.97852135,4.279577732,50.68284287,0.00573168,130.9993286,11.79858017,1258,1144,0.006266099,70.98884512,141978,67.43940235,0.000257413,6430.982422,2.311335325,5.621488094,39.20804977,95.35942078,108,070802060704,32
1744,F070802060704_455,2832.188159,24846.19957,6.137011528,1061.703003,73,1460.48584,20.74309921,241.7982483,6.014271259,1.718363285,19.78559093,0.002237536,130.9954224,11.79830456,490,446,0.002442902,43.71723968,87433,41.53137711,0.000158523,2522.188965,2.380500078,5.655132294,25.56387711,60.72972107,108,070802060704,32
1745,F070802060704_457,6159.879325,54226.5047,13.39394665,2317.152832,83,3624.134033,45.27153778,527.7214966,13.12606812,3.750305176,51.49659728,0.005823707,131.0014343,11.79872894,1278,1163,0.006370169,25.07688402,50154,23.82304026,9.09315E-05,5941.287109,1.992392778,5.108587265,97.26520538,249.3924866,108,070802060704,32
1746,F070802060704_458,5114.125922,44024.97941,10.8741703,1881.231445,86,3048.682129,36.75469589,428.4423218,10.65668678,3.044767618,31.17983805,0.003526102,131.0000916,11.79863358,774,704,0.003856061,60.01891681,120037,57.01797164,0.000217635,4929.913574,2.672203779,7.002717972,32.99365616,86.46244812,108,070802060704,32
1747,F070802060704_465,2047.359451,17672.69821,4.365156651,755.1721191,88,1252.276001,14.75422955,171.9871674,4.277853489,1.222243905,10.20565295,0.001154149,130.9975891,11.79845715,253,230,0.001259793,9.895674229,19791,9.40089047,3.58828E-05,2007.44812,3.283357143,8.728034973,80.32984924,213.5380859,108,070802060704,32
1748,F070802060704_467,2222.390722,19532.12091,4.824433804,834.6270752,69,1085.20813,16.30658531,190.0826874,4.727945328,1.350841522,15.02755114,0.001699453,139.5018921,12.42867088,392,358,0.001960895,1.067792143,2136,1.014402514,3.87193E-06,1919.835205,2.331360579,5.362668037,822.7770386,1892.577393,108,070802060704,32
1749,F070802060704_468,1636.7244,13948.77266,3.445346832,596.0449829,76,853.6191406,11.64527225,135.7466583,3.37643981,0.964697123,10.01585054,0.001132684,130.9964142,11.79837513,248,224,0.001226929,21.06835651,42136,20.01493847,7.63962E-05,1449.664063,2.660915136,6.471714497,29.78000641,72.42910767,108,070802060704,32
1750,F070802060704_475,2635.127671,22518.14421,5.561981678,962.2228394,81,1468.696899,18.7994976,219.1420746,5.450742245,1.557354927,19.72856283,0.002231087,130.9992676,11.79857635,490,446,0.002442902,48.98415184,97968,46.53494358,0.000177622,2430.919678,2.157450199,5.450492382,20.67742538,52.23858643,108,070802060704,32
1751,F070802060704_481,1048.489609,9060.837178,2.238026857,387.1786499,78,569.0854492,7.564530849,88.1782608,2.193266392,0.626647532,5.926136971,0.000670182,130.997467,11.79844856,147,134,0.000733966,7.562504768,15125,7.184379578,2.74225E-05,956.2640991,2.889392853,7.136299133,53.89173126,133.1032257,108,070802060704,32
1752,F070802060704_491,13665.92134,118449.8894,29.25712204,5061.481934,76,7248.744629,98.88907623,1152.730591,28.6719799,8.191993713,92.1236875,0.010418191,130.9996338,11.7986021,2286,2080,0.011392908,34.8130463,69626,33.07239427,0.000126236,12310.22656,2.433404684,5.918378353,153.0424957,372.2206116,108,070802060704,32
1753,F070802060704_492,1397.562805,11727.39107,2.896665573,501.1231384,75,708.2347412,9.790729523,114.128624,2.838732243,0.811066389,9.05954814,0.001024537,130.9945068,11.79824066,225,205,0.001122859,3.465098321,6930,3.291843414,1.25648E-05,1209.35791,2.444503069,5.899306774,152.2317657,367.3801575,108,070802060704,32
1754,F070802060704_493,5614.751899,49170.47794,12.14510822,2101.10376,75,2969.47876,41.05046463,478.5172729,11.90220642,3.400630236,49.01099706,0.005542613,131.000351,11.79865265,1215,1106,0.00605796,98.83864021,197676,93.89671016,0.0003584,5070.58252,1.899732113,4.584613323,22.37675667,54.00170517,108,070802060704,32
1755,F070802060704_494,2657.950024,22727.49063,5.613690376,971.168457,78,1427.449219,18.97427368,221.1793976,5.501416683,1.571833253,16.32363558,0.001846026,148.0006256,13.12374687,450,409,0.00224024,27.26843166,54536,25.90500998,9.88783E-05,2398.617676,2.374495029,5.864591122,37.48960114,92.59281158,108,070802060704,32
1756,F070802060704_500,11228.99898,97979.30573,24.20088768,4186.753418,69,5443.747559,81.7990036,953.5149536,23.71686935,6.776248455,74.66366899,0.008443652,147.9993744,13.12363911,2061,1876,0.010275527,139.140651,278279,132.1836157,0.000504539,9630.500977,2.231745005,5.133529186,31.673769,72.85699463,108,070802060704,32
1757,F070802060704_504,4204.970136,36610.18456,9.042716026,1564.389893,79,2328.861084,30.56438065,356.28302,8.861862183,2.531960487,28.01558208,0.003168259,131.0026245,11.79881287,696,634,0.003472646,45.17570353,90352,42.91691923,0.000163812,3893.250977,2.467491865,6.14077425,36.45158768,90.71599579,108,070802060704,32
1758,F070802060704_506,5558.226268,48454.91224,11.96836376,2070.526855,82,3200.535156,40.45306778,471.5535278,11.72899628,3.35114193,38.52256215,0.004356484,131.0002594,11.79864597,955,869,0.004759825,51.79686792,103594,49.20702477,0.000187821,5271.062012,2.382654667,6.065663815,42.07786942,107.1201096,108,070802060704,32
1759,F070802060704_508,5205.231694,45621.41611,11.26848984,1949.44873,82,3012.292725,38.0874939,443.9784851,11.04312038,3.155177116,39.80338087,0.004501331,130.9990387,11.79856014,987,898,0.004918669,65.02277329,130045,61.77163496,0.00023578,4961.741211,2.17087841,5.525324345,31.55896187,80.32394409,108,070802060704,32
1760,F070802060704_511,4405.780076,38974.86834,9.626792908,1665.435181,83,2604.817383,32.53855896,379.2956543,9.434257507,2.695502043,24.86199665,0.002811622,130.9979858,11.79848576,617,562,0.003078276,43.25191665,86503,41.08932042,0.000156836,4270.252441,2.963407755,7.598313808,40.53207016,103.9260941,108,070802060704,32
1761,F070802060704_513,2625.353983,22953.46403,5.669505596,980.8244629,85,1571.02002,19.16292953,223.3785248,5.556115627,1.587461591,17.91646481,0.002026158,130.9950714,11.79827976,444,405,0.002218331,33.30068588,66601,31.63565159,0.000120752,2551.844482,2.421788692,6.300850391,31.00377083,80.66356659,108,070802060704,32
1762,F070802060704_522,3118.000662,26674.39739,6.588576317,1139.82373,79,1696.821899,22.2693882,259.5899048,6.456804752,1.844801426,24.6307767,0.002785474,130.9990692,11.79856205,611,556,0.003045412,42.24615991,84492,40.13385165,0.000153189,2836.645508,2.050042629,5.10188055,28.40055656,70.67962646,108,070802060704,32
1763,F070802060704_523,2899.518598,25197.17624,6.223702431,1076.700562,87,1765.166504,21.03611374,245.2138824,6.099228382,1.742636681,17.41419125,0.001969356,131.0026703,11.79881573,433,395,0.002163557,24.3544146,48708,23.13669385,8.83118E-05,2841.867188,2.725824118,7.194600582,46.53649139,122.8294449,108,070802060704,32
1764,F070802060704_524,5499.062601,48182.90359,11.90117741,2058.903809,73,2832.242188,40.22597885,468.9064026,11.66315365,3.33232975,36.01563285,0.004072978,142.3337097,12.65270424,958,871,0.00477078,78.7891996,157579,74.84974068,0.000285698,4891.145996,2.363839149,5.615552425,27.50716019,65.34619904,108,070802060704,32
1765,F070802060704_532,11747.5288,102426.5759,25.29936409,4376.790039,78,6433.12207,85.51184845,996.7949219,24.79337692,7.083821774,81.63079887,0.009231559,148.0002289,13.12371254,2253,2050,0.011228587,195.3535203,390707,185.5858397,0.000708373,10809.91211,2.135019541,5.273128033,23.58364296,58.24750519,108,070802060704,32
1766,F070802060704_537,7372.631601,65052.18408,16.06789017,2779.745117,64,3352.404541,54.30946732,633.0748901,15.74653244,4.499009132,38.47227228,0.004350797,142.3314972,12.65252686,1023,930,0.005093944,17.59724957,35195,16.71738708,6.38096E-05,6132.149414,2.988973141,6.593708992,166.2786865,366.8126831,108,070802060704,32
1767,F070802060704_543,4185.277547,36936.01463,9.123195648,1578.312866,70,2081.91333,30.83640099,359.4539185,8.940732002,2.554494858,23.55966145,0.002664342,139.4994659,12.42848206,616,561,0.003072799,69.68574835,139371,66.2014594,0.000252688,3660.226074,2.813391924,6.524466991,23.84105873,55.28920364,108,070802060704,32
1768,F070802060704_545,5738.108216,49839.8016,12.31043053,2129.70459,77,3090.164551,41.60925674,485.0309753,12.06422234,3.446920633,40.25361508,0.004552248,139.4995422,12.42848873,1052,958,0.00524731,98.94829945,197896,94.00088759,0.000358797,5219.869141,2.223073721,5.44871521,22.65621758,55.52999878,108,070802060704,32
1769,F070802060704_547,4851.077988,41727.96092,10.30680656,1783.077515,79,2655.209717,34.83700562,406.0881653,10.10067081,2.885905743,28.13881997,0.003182196,131.0015564,11.79873753,699,635,0.003478123,5.641089738,11281,5.359035336,2.04552E-05,4438.287109,2.807996035,6.98942852,332.7236023,828.1876831,108,070802060704,32
1770,F070802060704_549,9769.342099,85538.98373,21.12812805,3655.16626,76,5234.705566,71.41307068,832.4482422,20.70556641,5.915875912,71.74169598,0.008113209,148.0004272,13.12372971,1980,1801,0.009864725,135.5940392,271189,128.8143351,0.000491679,8889.87207,2.029520512,4.936075687,28.37546158,69.01306152,108,070802060704,32
1771,F070802060704_560,3770.347332,33113.51103,8.179037094,1414.973389,72,1919.783569,27.64514542,322.2540588,8.0154562,2.290130377,34.02506495,0.003847866,130.9980316,11.79848862,844,769,0.004212089,74.3855195,148771,70.66624522,0.00026973,3334.756836,1.840017438,4.336484909,20.02332687,47.19023514,108,070802060704,32
1772,F070802060704_565,4660.203039,40250.37662,9.941843033,1719.938843,54,1750.161987,33.60342789,391.7086182,9.743005753,2.783715963,35.66645026,0.004033489,131.0002289,11.79864407,885,806,0.004414752,12.41721666,24835,11.79635572,4.50262E-05,3470.10083,2.133919239,4.305335999,145.8025513,294.1672058,108,070802060704,32
1773,F070802060704_566,4392.868833,38852.66286,9.596608162,1660.213257,73,2283.800293,32.43653488,378.1063538,9.404676437,2.687050343,23.02717387,0.002604124,131.002243,11.79878616,572,521,0.002853704,46.76881969,93538,44.43037813,0.000169589,3944.013672,3.186589718,7.570083618,37.36662292,88.7684021,108,070802060704,32
1774,F070802060704_568,1728.072867,14748.38736,3.642851591,630.2133179,82,973.8071289,12.31283855,143.5283508,3.56999445,1.019998431,8.314187627,0.000940245,130.9969025,11.79840946,206,188,0.001029744,7.404687004,14809,7.034452628,2.68502E-05,1604.020508,3.352198601,8.532024384,89.58953094,228.0234985,108,070802060704,32
1775,F070802060801_101,4255.293748,36543.70153,9.026294708,1561.54895,58,1706.691772,30.5088768,355.6360168,8.845768929,2.527362585,32.3580776,0.003659348,131.0018005,11.79875469,801,729,0.003992995,12.77436633,25549,12.13564823,4.63213E-05,3268.240723,2.142042398,4.483183384,128.6745453,269.3091125,108,070802060801,24
1776,F070802060801_105,1699.921828,14756.96724,3.644970894,630.5799561,52,617.8954468,12.3200016,143.6118469,3.572071552,1.020591855,10.3169136,0.001166731,100.5078354,9.987677574,217,197,0.00107904,,,,,1248.475342,3.200913429,6.337438107,,,108,070802060801,24
1777,F070802060801_109,1662.209313,14410.62345,3.559423923,615.7803345,58,673.0159302,12.03085327,140.2413025,3.488235474,0.996638715,9.066271782,0.001025297,130.994751,11.79825783,225,205,0.001122859,5.002473831,10005,4.75235033,1.81395E-05,1288.796265,3.003806591,6.286810875,129.5738525,271.1913452,108,070802060801,24
1778,F070802060801_114,5833.374887,50900.13719,12.57233429,2175.013916,68,2787.034912,42.49449158,495.3499756,12.32088757,3.520253658,49.49590877,0.005597451,130.9996338,11.7986021,1227,1116,0.006112733,126.1561055,252312,119.8482993,0.000457456,4962.048828,1.948937178,4.446280479,18.14805794,41.40274811,108,070802060801,24
1779,F070802060801_115,6494.393841,55679.36718,13.7528038,2379.235107,76,3407.394775,46.484478,541.8604736,13.47774792,3.850785017,38.46718049,0.004350221,130.9999847,11.7986269,954,868,0.004754348,58.59334421,117187,55.66367781,0.000212466,5786.629883,2.741054296,6.666624069,42.74304581,103.957016,108,070802060801,24
1780,F070802060801_128,6492.701822,56489.98357,13.95302582,2413.873535,65,2956.64624,47.16122818,549.7492065,13.67396545,3.906847239,42.04797053,0.00475517,139.4998016,12.42850876,1098,1000,0.00547736,121.0833516,242168,115.0291853,0.000439061,5370.519531,2.413873434,5.370519638,20.98487854,46.68832016,108,070802060801,24
1781,F070802060801_129,1129.358307,9802.44136,2.421202898,418.868103,54,426.2285461,8.183666229,95.39539337,2.372778893,0.677936792,10.98599172,0.001242397,100.5067291,9.987623215,231,210,0.001150246,,,,,845.0966797,1.994610071,4.024270058,,,108,070802060801,24
1782,F070802060801_136,878.5655583,7516.328455,1.85653317,321.1802368,65,393.3993835,6.275082111,73.14740753,1.819402456,0.519829273,5.5149123,0.000623677,131.0065613,11.79909039,137,125,0.00068467,2.074801371,4149,1.971061315,7.52346E-06,714.5795898,2.569441795,5.716636658,162.9478607,362.5354309,108,070802060801,24
1783,F070802060801_140,5878.847283,50211.84845,12.40232658,2145.602539,57,2304.600342,41.91986465,488.6516724,12.15427971,3.472651482,36.58414246,0.00413727,130.9987335,11.79853821,909,827,0.004529776,89.96908709,179937,85.47063176,0.000326238,4450.203125,2.594440699,5.381140232,25.10338974,52.0670433,108,070802060801,24
1784,F070802060801_147,6465.8175,57021.20546,14.08423805,2436.573242,70,3214.023193,47.60472488,554.9190063,13.80255318,3.943586588,45.5341184,0.005149415,131.0008087,11.79868412,1130,1028,0.005630726,99.03040027,198061,94.07888319,0.000359095,5650.59668,2.370207548,5.49668932,25.89925766,60.06232834,108,070802060801,24
1785,F070802060801_165,3618.058895,31507.63071,7.782384872,1346.352539,59,1496.86377,26.30446053,306.6259766,7.626737118,2.17906785,30.33724403,0.003430814,131.0024414,11.79879951,752,685,0.003751991,98.83063126,197662,93.8890996,0.000358371,2843.216309,1.965478182,4.150680542,14.33981705,30.28270912,108,070802060801,24
1786,F070802060801_167,7791.770218,67830.05747,16.75402451,2898.446289,74,4041.740967,56.62860107,660.1085815,16.41894341,4.691126823,66.26150513,0.007493458,131.0004883,11.79866219,1643,1495,0.008188653,125.5952854,251191,119.3155193,0.000455422,6940.1875,1.938760042,4.642265797,24.2922821,58.16667938,108,070802060801,24
1787,F070802060801_169,8892.307189,77801.42865,19.21695328,3324.532959,64,4009.425049,64.95330048,757.1479492,18.8326149,5.380746841,69.41599976,0.007850198,142.3339996,12.65272808,1847,1681,0.009207441,131.5422913,263084,124.9651801,0.000476987,7333.958008,1.977711439,4.362854481,26.60367393,58.68801117,108,070802060801,24
1788,F070802060801_177,5887.882823,50955.87022,12.58609962,2177.395264,62,2543.902344,42.54101563,495.892334,12.33437729,3.524107933,35.5091548,0.004015701,130.9979401,11.79848194,880,801,0.004387365,17.01871496,34037,16.16777891,6.17117E-05,4721.297852,2.718346119,5.894254684,134.6749725,292.0189514,108,070802060801,24
1789,F070802060801_179,8943.435359,78109.72804,19.29310226,3337.706787,62,3899.521729,65.21068573,760.1482544,18.90723991,5.402068615,72.76850128,0.008229329,131.0007172,11.7986784,1805,1643,0.008999302,251.7278671,503456,239.1414719,0.000912793,7237.228516,2.031471014,4.404886723,13.95703888,30.26337624,108,070802060801,24
1790,F070802060801_180,2214.870716,19518.23828,4.821004868,834.0338135,55,864.406189,16.29499626,189.9475861,4.724584579,1.349881411,15.65258598,0.001770138,131.005127,11.7989893,388,353,0.001933508,56.18387222,112368,53.37467957,0.000203729,1698.439941,2.362702131,4.811444759,15.62602043,31.82107925,108,070802060801,24
1791,F070802060801_181,2444.688898,21334.87482,5.269713879,911.6605225,64,1099.473145,17.81163216,207.6267242,5.164319515,1.475519896,22.45866131,0.002539831,130.9963531,11.79837036,558,507,0.002777021,57.24556946,114492,54.38328985,0.000207579,2011.133667,1.798146963,3.966732979,16.76361465,36.98072815,108,070802060801,24
1792,F070802060801_193,8444.980544,73306.95013,18.10681725,3132.479492,58,3423.636963,61.20104218,713.4085693,17.7446804,5.069908619,67.83989286,0.007671957,131.0003815,11.79865456,1682,1531,0.008385837,251.5681432,503136,238.9897406,0.000912214,6556.116211,2.046035051,4.282244205,13.10717106,27.43262672,108,070802060801,24
1793,F070802060801_194,1537.291952,13270.66438,3.277854204,567.0687866,82,876.2359009,11.07914734,129.1474609,3.212297201,0.917799175,9.714248497,0.001098576,131.0037231,11.79889011,241,220,0.001205019,4.099611871,8199,3.894631373,1.48656E-05,1443.304688,2.577585459,6.560475826,145.6026917,370.5882568,108,070802060801,24
1794,F070802060801_203,2649.631201,23178.4335,5.725072861,990.4376221,67,1250.470459,19.35074615,225.5678711,5.610571384,1.60302043,20.0562361,0.002268143,139.5001678,12.42853737,524,477,0.002612701,57.38221536,114765,54.51310378,0.000208074,2240.908203,2.076389074,4.697920799,18.16879845,41.10769653,108,070802060801,24
1795,F070802060801_206,5024.624757,44105.59966,10.89408302,1884.676392,49,1740.220825,36.82200241,429.2268677,10.67620182,3.050343275,27.33094679,0.003090834,139.5011139,12.4286108,713,649,0.003554806,56.17653236,112354,53.36770403,0.000203702,3624.897217,2.903969765,5.585357666,35.31492233,67.92304993,108,070802060801,24
1796,F070802060801_208,4197.479342,36807.08724,9.091350555,1572.803589,67,1985.732788,30.72876549,358.1992188,8.909523964,2.545578241,21.35288355,0.00241478,130.9979706,11.7984848,529,481,0.00263461,40.45594209,80911,38.43314528,0.000146698,3558.536377,3.269861937,7.398204327,40.92310333,92.59030151,108,070802060801,24
1797,F070802060801_219,3432.236592,30055.38851,7.423680782,1284.296753,68,1645.681519,25.09204102,292.4930115,7.275207043,2.078630686,34.33733428,0.003883181,130.9995728,11.79859734,851,774,0.004239476,13.2317366,26463,12.5701496,4.79797E-05,2929.978271,1.659298182,3.785501719,102.1703644,233.0901642,108,070802060801,24
1798,F070802060801_220,2070.778624,17620.07593,4.352158546,752.9234009,52,737.7780151,14.71029568,171.4750519,4.265115261,1.218604445,10.57290125,0.001195681,131.0027771,11.79882336,262,239,0.001309089,43.6540699,87308,41.47136593,0.000158294,1490.701416,3.150307178,6.237244606,18.15526009,35.94531631,108,070802060801,24
1799,F070802060801_226,1335.012418,11682.48506,2.885573864,499.2042847,62,583.2321777,9.753239632,113.6916122,2.827862501,0.807960689,8.905426301,0.001007107,131.0046387,11.79895496,221,201,0.001100949,37.35284235,74706,35.48520081,0.000135445,1082.436523,2.483603477,5.38525629,14.06795692,30.50388527,108,070802060801,24
1800,F070802060801_229,4243.235166,36170.41586,8.934092522,1545.598022,62,1805.758789,30.1972332,352.0032349,8.755411148,2.501545906,30.56986686,0.003457121,131.0006561,11.79867363,758,691,0.003784855,16.57987261,33160,15.75087914,6.01204E-05,3351.356934,2.236755371,4.850009918,98.12773132,212.7726898,108,070802060801,24
1801,F070802060801_235,12349.0438,109714.8282,27.09956169,4688.224121,71,6272.464844,91.59651947,1067.722778,26.55757141,7.587877274,91.78704929,0.010380121,148.0004578,13.12373257,2533,2305,0.012625314,36.1350975,72270,34.32834196,0.00013103,10960.68945,2.033936739,4.755179882,136.5700684,319.2897949,108,070802060801,24
1802,F070802060801_245,17445.31582,150841.784,37.25791931,6445.620117,83,10081.24805,125.9317703,1467.962036,36.51276016,10.4322176,125.0014979,0.014136315,131.0004272,11.79865742,3100,2821,0.015451631,177.3891075,354778,168.5196542,0.000643232,16526.86719,2.284870625,5.858513832,38.24847794,98.07086182,108,070802060801,24
1803,F070802060801_269,1110.609392,9365.596846,2.313302517,400.2013245,82,618.3920288,7.818962574,91.14411926,2.267036438,0.647724688,8.703503834,0.000984272,139.4998474,12.42851162,227,207,0.001133813,22.22059888,44441,21.10956955,8.05743E-05,1018.593384,1.933339715,4.920741081,18.9582901,48.25268555,108,070802060801,24
1804,F070802060801_272,7811.122724,69057.53408,17.05721092,2950.897461,74,4114.881348,57.65337372,672.0541382,16.71606636,4.776019096,62.1909079,0.007033118,148.0005646,13.12374115,1718,1564,0.00856659,120.3452429,240690,114.32798,0.000436385,7065.778809,1.886763096,4.51776123,25.81080818,61.80270767,108,070802060801,24
1805,F070802060801_273,3077.120075,27086.96689,6.690480709,1157.453125,77,1679.444458,22.61382484,263.60495,6.556671143,1.873334646,21.53888793,0.002435815,131.0028992,11.79883194,535,487,0.002667474,48.86193475,97722,46.41883761,0.000177179,2836.897461,2.376700401,5.825251579,24.93498802,61.11521912,108,070802060801,24
1806,F070802060801_287,4659.218081,40765.82704,10.06915951,1741.9646,48,1575.62207,34.03376007,396.724884,9.867775917,2.819364548,37.28329659,0.004216337,131.0018005,11.79875469,925,841,0.004606459,19.41805506,38836,18.44715214,7.0412E-05,3317.58667,2.07130146,3.944811821,94.43000031,179.8427582,108,070802060801,24
1807,F070802060801_29,7030.39778,61421.17157,15.17102909,2624.588135,70,3462.028809,51.27807999,597.7385254,14.86760807,4.247888088,63.77177674,0.007211897,130.9997864,11.79861259,1581,1439,0.00788192,23.32021882,46640,22.15420821,8.45617E-05,6086.617188,1.823897243,4.229754925,118.4690552,274.7386475,108,070802060801,24
1808,F070802060801_297,4606.02638,40541.15461,10.0136652,1732.364136,49,1599.582886,33.84618759,394.5384216,9.813391685,2.803826332,29.10075665,0.00329098,130.9988861,11.7985487,722,657,0.003598625,99.68054962,199361,94.69652176,0.000361453,3331.947021,2.636779547,5.071456432,18.29385185,35.1855278,108,070802060801,24
1809,F070802060801_305,3917.491057,33717.90252,8.328321457,1440.799561,58,1574.718994,28.14972687,328.1358643,8.161754608,2.331929922,22.13473988,0.002503199,131.0037689,11.79889297,549,500,0.00273868,12.96235561,25925,12.31423759,4.70029E-05,3015.518555,2.881599188,6.031037331,117.002739,244.880661,108,070802060801,24
1810,F070802060801_329,2763.227771,24213.81867,5.980813026,1034.680664,60,1169.847168,20.21514893,235.6440277,5.861196995,1.674627662,11.98231696,0.00135507,130.995163,11.79828644,297,270,0.001478887,27.34649075,54694,25.97916642,9.91614E-05,2204.527832,3.832150698,8.164917946,39.82732391,84.85752869,108,070802060302,32
1811,F070802060801_331,1534.560711,13769.81762,3.401144981,588.3980713,77,853.7554321,11.49586964,134.0051117,3.333122015,0.952320576,13.29075241,0.00150304,121.999855,11.1960125,313,285,0.001561047,,,,,1442.153564,2.064554691,5.060187817,,,108,070802060801,24
1812,F070802060801_35,8338.608975,81275.29408,20.07499695,3472.974365,64,7153.077637,67.85349274,790.954895,19.67349625,5.620999336,68.12759247,0.007704493,131.0011749,11.79871082,1690,1538,0.008424179,159.4944284,318988,151.5197053,0.000578344,10626.05176,2.258110762,6.909006119,22.92094231,70.12983704,108,070802060801,24
1813,F070802060801_40,5083.707303,44972.07434,11.1081028,1921.701782,86,3114.267334,37.54538727,437.6592407,10.88594055,3.110268831,37.10853413,0.004196573,139.5002594,12.42854404,970,883,0.004836508,64.78246427,129565,61.54334074,0.000234908,5035.969238,2.176332712,5.703249454,31.22517776,81.82801056,108,070802060801,24
1814,F070802060801_50,10919.21412,95717.35208,23.64218521,4090.098145,62,4778.559082,79.9105835,931.5020752,23.16934204,6.619812012,87.31444106,0.009874317,130.9999695,11.79862499,2167,1972,0.010801353,280.2386889,560478,266.2267592,0.001016176,8868.657227,2.074086189,4.497290611,15.36321163,33.31241989,108,070802060801,24
1815,F070802060801_53,1914.468959,16452.67962,4.063811779,703.0394287,90,1192.322388,13.73568344,160.1141815,3.982535601,1.137867332,19.01480484,0.002150368,159.3341522,14.16399097,566,515,0.00282084,15.1731472,30346,14.41448975,5.50195E-05,1895.361816,1.36512506,3.680314302,48.77310562,131.490036,108,070802060801,32
1816,F070802060801_56,2045.400553,17387.1311,4.294621468,742.9695435,89,1246.041504,14.5158205,169.2080841,4.208729267,1.202494025,12.8508091,0.001453287,139.5027008,12.42873383,336,306,0.001676072,20.65888214,41318,19.62593842,7.49114E-05,1989.010986,2.42800498,6.500035763,37.85651016,101.3460312,108,070802060801,32
1817,F070802060801_64,3914.429055,34224.5733,8.453469276,1462.450195,58,1598.381958,28.5727253,333.0666809,8.284399986,2.366971493,23.586809,0.002667413,131.0019379,11.79876423,585,532,0.002913955,70.31551382,140631,66.79973808,0.000254972,3060.832031,2.748966455,5.753443718,21.89305305,45.82101822,108,070802060801,32
1818,F070802060801_66,1649.935435,14039.78019,3.467825651,599.9338379,62,700.9169312,11.72125053,136.6323242,3.39846921,0.970991194,11.13042498,0.00125873,131.0054016,11.79900837,276,251,0.001374817,49.76346588,99527,47.27529335,0.000180448,1300.85083,2.390174627,5.182672501,12.69021893,27.51650429,108,070802060801,32
1819,F070802060801_75,6283.757276,55350.13167,13.67148209,2365.166504,65,2896.987061,46.20960999,538.6563721,13.39805222,3.828015089,41.91303128,0.00473991,139.4998169,12.42850971,1095,997,0.005460927,153.691329,307383,146.0067625,0.000557302,5262.15332,2.372283459,5.27798748,16.19902039,36.04047775,108,070802060801,24
1820,F070802060801_76,3688.809576,31899.40715,7.879153728,1363.093628,78,2003.51123,26.6315403,310.4386597,7.721570492,2.20616293,24.85757029,0.002811122,131.0010986,11.7987051,617,561,0.003072799,51.0648464,102130,48.51160424,0.000185167,3366.60498,2.42975688,6.001078606,28.09830093,69.39793396,108,070802060801,24
