OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
1327,475.7170924,3305.798451,161_12_1,1.754207134,0.816532195,121.6632996,396.8346558,78,207.6278076,100,1384.185425,5.9292202,69.1157608,0.800201535,0.228629008,200.0000019,0.022617833,137.5570722,12.30974443,5287,2643,0.014476661,144.7498591,289499,130.2748761,0.000497254,329.2911072,604.4624634,0.046032272,0.124589898,0.933896899,2.527663946,108,070802060602,F070802060602_199,24
1328,472.9391894,3304.968334,476_4_2,1.677670598,0.816327155,121.6327438,396.7349854,78,207.5756836,100,1383.837891,5.670526505,66.10021973,0.800000608,0.228571609,199.9999999,0.022617833,140.3501434,12.5356276,5334,2668,0.014613595,333.4974169,666996,300.147679,0.001145651,329.2084351,604.3106689,0.045589484,0.123391464,0.40524298,1.096821547,108,070802060704,F070802060704_531,32
1329,474.6219364,3304.820609,617_5_2,1.714386344,0.816290677,121.6273117,396.7172546,69,183.6164246,100,1224.109497,5.794625759,67.54682159,0.799964845,0.228561386,24.54043802,0.002775258,140.4449921,12.58709812,609,304,0.001665117,16.26270601,32526,14.63643507,5.58666E-05,305.2437439,580.3336792,0.40008983,1.004091263,8.309900284,20.85506058,108,070801010604,F070801010604_219,32
1330,475.2748449,3304.680344,537_9_2,1.694715023,0.816256046,121.6221542,396.7004395,83,220.862381,100,1472.415894,5.728137016,66.77177429,0.79993093,0.228551686,,,,,,,,5.994987965,11990,5.395489216,2.05944E-05,342.4845276,617.5628052,,,22.5414505,63.47608566,108,070801010302,F070801010302_42,32
1331,473.7598802,3303.99134,723_57_1,1.710530043,0.816085875,121.5967941,396.6177368,78,207.5143127,100,1383.428711,5.781591415,67.3948822,0.799764156,0.228504047,41.79930235,0.004727048,139.5004883,12.46119881,1037,519,0.00284275,29.45052598,58901,26.505473,0.00010117,329.1111145,604.1320801,0.23429054,0.634125471,4.587610722,12.41672325,108,070801010405,F070801010405_36,32
1332,471.4406616,3301.487756,104_6_2,1.684167027,0.815467477,121.5046539,396.3171997,86,228.6244659,100,1524.163086,5.692484379,66.35617828,0.799158156,0.228330895,37.93821144,0.004290401,131.0000992,11.79863453,941,471,0.002579836,56.33831692,112677,50.70448732,0.000193537,350.1291199,624.9416504,0.257971674,0.74337393,2.396329403,6.905288696,108,070802060602,F070802060602_278,32
1333,471.4451221,3301.454129,104_6_1,1.684167027,0.815459192,121.503418,396.3131714,86,228.6221466,100,1524.147705,5.692484379,66.35617828,0.79914999,0.228328571,30.05989885,0.003399449,131.0000839,11.79863358,746,374,0.002048532,8.803793907,17608,7.923414469,3.02433E-05,350.1255493,624.9353027,0.324875444,0.936164558,15.33472919,44.1887207,108,070802060602,F070802060602_278,32
1334,472.5582058,3301.385547,138_7_1,1.699493527,0.815442204,121.500885,396.3049011,78,207.3506012,100,1382.337402,5.744287968,66.96004486,0.79913336,0.228323817,126.8225189,0.014342253,137.3751678,12.28738046,3479,1739,0.009525128,167.3076009,334615,150.5768396,0.000574745,328.8515015,603.6555176,0.069868252,0.189103797,0.806902885,2.183944702,108,070802060602,F070802060602_42,24
1335,472.1296847,3300.810113,499_1_1,1.69475019,0.815300107,121.4797134,396.2358398,78,207.31427,100,1382.095093,5.728255749,66.77315521,0.798994124,0.228284031,74.85917652,0.008465762,131.0004456,11.79865913,1857,928,0.00508299,70.00981081,140019,63.00882959,0.000240502,328.7939758,603.5501099,0.130904868,0.354303867,1.927979231,5.218220711,108,070802060704,F070802060704_478,32
1336,471.9334095,3297.462009,128_46_1,1.668376803,0.814473093,121.3564911,395.8339233,78,207.1042175,100,1380.694824,5.639113426,65.73404694,0.79818362,0.228052467,200.0000009,0.022617833,151.8538788,9.959381342,5094,2547,0.013950835,715.2492387,1430498,643.724339,0.002457068,328.4606934,602.9381104,0.047646835,0.128959835,0.188522458,0.510250568,108,070801030406,F070801030406_608,16
1337,472.1953207,3296.560074,483_4_1,1.737547874,0.81425035,121.3233032,395.7256775,78,207.0475769,100,1380.317139,5.87291193,68.45938873,0.797965348,0.227990091,77.13995165,0.008723693,152.3054718,13.51761703,2255,1127,0.006172984,90.67047498,181340,81.60342686,0.000311477,328.3708801,602.7732544,0.107651554,0.291367233,1.486742735,4.023983955,108,070801010403,F070801010403_233,32
1338,474.011669,3296.390845,388_1_2,1.699616909,0.814208567,121.3170776,395.7053528,86,228.2715149,100,1521.810059,5.7447052,66.96490479,0.797924399,0.227978393,200.0000007,0.022617833,142.0183529,12.68868499,5112,2557,0.014005608,251.1482665,502298,226.0334377,0.00086276,349.5885925,623.9768677,0.047445085,0.136718258,0.536721826,1.546623349,108,070802060601,F070802060601_70,24
1339,470.8814581,3295.424132,699_30_1,1.708279848,0.813969731,121.2814865,395.5892944,6,15.92124748,100,106.1416473,5.773985863,67.30622864,0.797690332,0.227911532,200.0000019,0.022617833,135.0926971,11.01467184,4995,2497,0.013676967,597.864949,1195729,538.0784552,0.002053823,137.2027283,411.5105286,0.048570879,0.054947026,0.225397408,0.254986465,108,070802060406,F070802060406_164,32
1340,472.2859969,3294.239159,85_3_2,1.658326745,0.813677073,121.2378845,395.447052,78,206.9015961,100,1379.343994,5.605144501,65.33807373,0.797403514,0.227829576,185.4229179,0.020969323,134.8861062,12.12080165,4623,2311,0.012658178,168.6291418,337259,151.7662304,0.000579285,328.1394653,602.3486328,0.052461222,0.141990244,0.798846245,2.162137508,108,070802060301,F070802060301_110,32
1341,472.5481351,3293.029804,174_4_1,1.72967124,0.813378334,121.1933746,395.3018799,78,206.8258362,100,1378.838867,5.846288681,68.14904785,0.797110796,0.227745935,51.18430294,0.00578839,133.1250267,11.95610499,1274,637,0.003489078,15.78805911,31576,14.20925357,5.42361E-05,328.0192261,602.1276855,0.190256476,0.514943838,8.529186249,23.08490181,108,070801030603,F070801030603_396,24
1342,472.1090973,3292.100308,594_27_1,1.652389288,0.813148797,121.1591721,395.1903076,86,227.9737854,100,1519.825195,5.585075855,65.10414124,0.796885848,0.227681667,39.06694931,0.004418049,133.1239319,11.95602679,1001,500,0.00273868,20.42076821,40841,18.37869111,7.01507E-05,349.1329651,623.1640625,0.242318347,0.69826591,6.592372417,18.99661827,108,070802060804,F070802060804_241,32
1343,472.9525892,3291.2129,128_30_2,1.631695032,0.812929571,121.126503,395.0837708,78,206.711731,100,1378.078247,5.515129089,64.28878784,0.796670973,0.227620274,27.45667386,0.003105052,151.4167404,13.45552778,742,372,0.002037578,74.20852757,148417,66.78767538,0.000254926,327.8382263,601.7955322,0.325608879,0.881285548,1.813605666,4.90866375,108,070801030406,F070801030406_540,16
1344,470.8667484,3290.923159,489_8_1,1.601144075,0.812858045,121.1158524,395.0490112,78,206.6935425,100,1377.956909,5.411867142,63.08507538,0.796600878,0.227600247,199.999996,0.022617833,130.9994545,11.79858899,4963,2481,0.013589329,109.5758583,219151,98.61827328,0.000376422,327.8093872,601.7425537,0.048817351,0.132127926,1.228127837,3.32402277,108,070802060502,F070802060502_192,8
1345,470.48909,3289.928621,703_10_2,1.684490323,0.812612355,121.0792389,394.9295959,78,206.631073,100,1377.540527,5.69357729,66.36891937,0.796360135,0.227531463,200.0000034,0.022617834,140.9567936,12.57999625,5137,2568,0.014065859,119.2120262,238423,107.2908241,0.000409525,327.7103271,601.5606689,0.047149237,0.127613053,1.128514409,3.054411411,108,070801030303,F070801030303_572,8
1346,471.2328327,3289.554395,434_28_1,1.708805203,0.812519908,121.0654678,394.8846741,86,227.7980194,100,1518.653442,5.775761604,67.32692719,0.796269536,0.22750558,107.630542,0.012171848,134.5276446,12.06806932,2695,1347,0.007378003,84.21271105,168426,75.79144096,0.000289293,348.8634949,622.6826782,0.089877851,0.25899294,1.597350121,4.602940559,108,070801030303,F070801030303_425,8
1347,473.3053068,3289.175449,138_17_2,1.671702385,0.812426329,121.0515213,394.8392029,78,206.5837708,100,1377.225098,5.650353909,65.86507416,0.796177804,0.227479368,20.30636406,0.00229643,147.9999542,13.1236887,560,280,0.001533661,26.65032005,53301,23.98528862,9.15508E-05,327.6352844,601.4229736,0.432326853,1.170125961,5.046906948,13.65984344,108,070802060602,F070802060602_42,24
1348,469.6359082,3288.922656,456_2_1,1.579338789,0.812363923,121.0422211,394.8088684,70,185.3812103,100,1235.874756,5.338165283,62.22594833,0.79611665,0.227461904,134.6511183,0.015227583,136.6669483,12.25994098,3551,1775,0.009722313,108.2607933,216521,97.4347145,0.000371904,306.4234314,580.1900635,0.068192802,0.172632918,1.242290497,3.144910336,108,070801030301,F070801030301_82,16
1349,470.4614217,3287.486951,473_5_2,1.728236556,0.812009275,120.9893799,394.6365051,86,227.6549225,100,1517.699463,5.841439724,68.09252167,0.795769095,0.227362603,35.47648013,0.004012006,133.8334605,12.00860055,884,442,0.002420993,16.37961042,32759,14.74164909,5.62682E-05,348.6442871,622.2914429,0.273731619,0.788787961,8.207316399,23.65029144,108,070801030301,F070801030301_166,16
1350,467.9826741,3284.765326,836_150_1,1.662899017,0.811337054,120.8892212,394.3098145,74,195.726944,100,1304.846313,5.620598793,65.51821899,0.795110285,0.227174371,29.04357052,0.003284513,136.6671982,12.22569275,740,370,0.002026623,29.22436905,58449,26.30193138,0.000100393,316.6161499,590.0367432,0.326727629,0.855719328,4.596210957,12.03775311,108,070802060302,F070802060302_54,32
1351,471.112059,3284.586948,137_10_2,1.672758222,0.811292946,120.8826523,394.2883606,79,208.9402008,100,1392.934692,5.653922558,65.90667725,0.795067072,0.227162018,51.75772985,0.005853239,131.0003967,11.79865551,1284,641,0.003510987,19.37688996,38754,17.43920087,6.65647E-05,329.8228455,603.2285767,0.188584477,0.514544249,6.93166256,18.91272736,108,070802060602,F070802060602_81,32
1352,473.5880761,3282.616683,138_6_2,1.686839819,0.810806334,120.8101425,394.0518799,80,211.4582825,100,1409.721924,5.701518536,66.46148682,0.794590235,0.227025777,26.69007921,0.003018359,133.8335775,12.00861136,690,345,0.001889689,41.08316076,82167,36.97484529,0.000141131,332.2684326,605.5101318,0.350174338,0.963096917,3.26736021,8.986337662,108,070802060602,F070802060602_530,24
1353,469.991381,3281.930433,487_40_2,1.656885862,0.810636818,120.7848892,393.9694824,78,206.1287079,100,1374.191406,5.600274086,65.28130341,0.794424057,0.226978302,20.19068873,0.002283348,130.9990489,11.79856046,500,249,0.001363863,18.8981595,37797,17.0083437,6.49201E-05,326.9136047,600.0982056,0.485079885,1.312906027,7.101508141,19.22077751,108,070802060502,F070802060502_389,16
1354,469.8098628,3280.473223,496_7_2,1.696244717,0.810276866,120.7312546,393.7945557,64,169.056015,100,1127.040039,5.733307362,66.83203888,0.794071317,0.226877525,58.23903465,0.006586204,139.500529,12.42856471,1522,761,0.004168271,74.58606148,149171,67.12745571,0.000256223,289.787262,562.8505859,0.158648163,0.380797982,1.798537612,4.316970825,108,070802060502,F070802060502_476,16
1355,469.3768075,3277.557892,423_4_1,1.643969536,0.809556782,120.6239624,393.4446106,86,226.9673462,100,1513.115601,5.55661726,64.7723999,0.793365657,0.226675898,79.80187406,0.009024727,131.0002975,11.7986486,1980,990,0.005422586,66.39766091,132795,59.75789386,0.000228093,347.5913086,620.4119873,0.121842384,0.351102322,2.018544436,5.816659451,108,070801030303,F070801030303_737,8
1356,464.7701671,3275.00747,397_28_1,1.628293037,0.808926821,120.530098,393.1384277,92,242.613327,100,1617.422119,5.503630638,64.15474701,0.792748272,0.226499513,200.0000018,0.022617833,134.8246511,11.25469871,5078,2541,0.013917971,319.8445487,639690,287.8600926,0.00109875,363.1434326,635.75177,0.047434121,0.142913595,0.418710679,1.261527538,108,070802060602,F070802060602_161,24
1357,469.3817056,3274.452674,411_11_2,1.600230336,0.80878979,120.5096817,393.0718384,76,200.385498,100,1335.90332,5.408778667,63.04907608,0.792613983,0.226461142,23.05642325,0.002607432,140.9162903,8.743712227,192,95,0.000520349,6.680449024,13361,6.012404218,2.29491E-05,320.8951721,593.4573364,1.268522978,3.377843857,20.04351044,53.37218857,108,070802060602,F070802060602_260,24
1358,470.3910065,3274.406169,144_2_1,1.712343693,0.808778346,120.5079727,393.0662842,86,226.7490997,100,1511.660645,5.787721634,67.46633911,0.792602777,0.226457939,24.30159312,0.002748247,130.9966125,11.79838872,603,302,0.001654163,12.83270311,25665,11.54943246,4.40837E-05,347.2570801,619.8153687,0.39903301,1.149857879,10.43410301,30.06702614,108,070801030407,F070801030407_488,16
1359,469.1405022,3274.198468,487_12_2,1.647369981,0.808727026,120.5003281,393.0413208,78,205.6423645,100,1370.949097,5.568110466,64.9063797,0.792552471,0.226443574,111.719018,0.012634211,130.9995461,11.79859543,2772,1386,0.00759162,80.95614767,161912,72.86053228,0.000278106,326.1427002,598.6837158,0.086941071,0.235312194,1.653849125,4.476260185,108,070802060502,F070802060502_393,16
1360,469.1891178,3273.842958,656_21_2,1.628753185,0.808639228,120.4872437,392.9986572,76,200.3484497,100,1335.656372,5.505185604,64.17287445,0.792466462,0.226418987,43.97243881,0.004972806,131.0003662,11.7986536,1091,546,0.002990638,32.00640869,64013,28.80576706,0.00010995,320.8356934,593.3471069,0.220672607,0.587611139,4.182747364,11.13789749,104,070801030202,F070801030202_256,32
1361,470.9140401,3272.97467,496_30_1,1.713516593,0.808424771,120.4552917,392.8944397,78,205.5662537,100,1370.44165,5.791686058,67.51255035,0.792256296,0.226358935,43.25333458,0.004891484,148.0005035,13.12373638,1194,597,0.003269984,43.91071886,87821,39.51964849,0.000150845,326.0215454,598.4606934,0.201767653,0.546099722,3.047984838,8.249606133,108,070802060502,F070802060502_546,16
1362,467.9483099,3272.625706,104_1_2,1.689347744,0.808338523,120.4424362,392.8525085,86,226.6257935,100,1510.838623,5.70999527,66.56030273,0.792171776,0.22633478,29.68742371,0.003357326,131.0018412,11.79875724,736,368,0.002015668,22.17931271,44359,19.96138144,7.61917E-05,347.0682373,619.4782715,0.327289224,0.943120182,6.033772469,17.38698578,108,070802060602,F070802060602_175,32
1363,468.1324756,3271.714945,27_12_2,1.694605112,0.808113575,120.4089203,392.7431946,78,205.4871216,100,1369.914185,5.727765083,66.7674408,0.791951299,0.226271808,164.5818427,0.018612423,134.3051542,12.04592379,4184,2090,0.011447681,125.7845246,251568,113.206069,0.000432103,325.8960571,598.2303467,0.057611924,0.15593113,1.063626051,2.878786087,104,070801030202,F070801030202_216,32
1364,469.2928088,3270.60228,496_14_2,1.688460469,0.807838738,120.3679733,392.6096191,86,226.485672,100,1509.904541,5.706996441,66.52534485,0.791681945,0.226194844,22.10106659,0.002499391,147.9994965,13.1236496,610,305,0.001670595,22.37623215,44752,20.13860893,7.68682E-05,346.8536377,619.0952759,0.394649088,1.137225032,5.976975441,17.22331619,108,070802060502,F070802060502_395,16
1365,471.7797666,3270.582587,656_15_2,1.746881843,0.80783391,120.3672562,392.6072693,76,200.1489258,100,1334.326172,5.90446043,68.82714081,0.791677237,0.226193488,199.9999942,0.022617833,138.1402618,11.33356748,4949,2475,0.013556465,104.5207915,209041,94.0687102,0.000359056,320.5161743,592.7562256,0.048633236,0.129501492,1.279567361,3.407255888,104,070801030202,F070801030202_256,32
1366,469.5143758,3270.243143,559_14_2,1.683224201,0.807750046,120.3547592,392.5665283,79,208.0279541,100,1386.853027,5.689297676,66.31903076,0.791595042,0.226170018,25.49336338,0.002883023,130.9997177,11.79860735,632,316,0.001730846,15.78053427,31561,14.20248103,5.42103E-05,328.3827209,600.5944824,0.380869478,1.039185882,8.474206924,23.12150383,108,070802060501,F070802060501_73,16
1367,466.5831737,3270.19645,93_28_2,1.65689373,0.807738543,120.3530426,392.5609436,78,205.3917542,100,1369.27832,5.600300789,65.28161621,0.791583776,0.226166785,50.89870262,0.005756092,137.8010966,12.33968226,1393,697,0.00381772,51.29783964,102595,46.16805446,0.000176221,325.744812,597.9526978,0.172672942,0.467352659,2.606846809,7.055632114,108,070801030406,F070801030406_424,24
1368,468.3388091,3266.620319,525_8_1,1.697392821,0.806855202,120.2214279,392.1316223,77,202.5366058,100,1350.244019,5.737187862,66.87727356,0.790718079,0.225919455,132.3978109,0.014972758,138.2243118,12.36177325,3523,1762,0.009651108,144.5210149,289041,130.0689139,0.000496467,322.7580261,594.6682129,0.068230093,0.183177084,0.92429024,2.481438637,108,070802060502,F070802060502_178,16
1369,469.4445253,3265.22137,487_35_2,1.703670502,0.806509674,120.1699448,391.9637146,78,205.0791321,100,1367.194214,5.758406162,67.12461853,0.790379465,0.225822702,52.52048582,0.005939498,130.9995401,11.79859516,1303,650,0.003560284,24.80228177,49603,22.32205418,8.52023E-05,325.2490845,597.0428467,0.184876844,0.500383198,5.383462429,14.57075024,108,070802060502,F070802060502_345,16
1370,469.2951245,3264.938414,421_27_1,1.558525681,0.806439817,120.1595306,391.9297485,83,218.2062378,100,1454.708252,5.26781702,61.40591049,0.790311038,0.225803152,38.47277451,0.004350854,131.0004578,11.79866028,954,477,0.002612701,10.78029251,21561,9.702262878,3.70331E-05,338.3657837,610.1359863,0.251906782,0.709362209,12.38469124,34.87493515,108,070801030605,F070801030605_51,32
1371,466.8419243,3264.716271,496_23_1,1.639686108,0.806384921,120.1513519,391.9030762,78,205.0475616,100,1366.983765,5.542139053,64.60363007,0.790257215,0.225787774,101.2963629,0.011455521,139.5005951,12.42857011,2648,1323,0.007246547,111.6472607,223294,100.4825354,0.000383538,325.1989136,596.9506226,0.090817347,0.245804161,1.19574368,3.236372471,108,070802060502,F070802060502_476,16
1372,470.8503978,3264.180374,723_51_2,1.682922006,0.806252539,120.1316299,391.8387451,76,199.7566833,100,1331.711182,5.688276291,66.30712891,0.790127516,0.225750715,31.47394085,0.003559362,133.8331401,12.00857798,806,402,0.002201899,39.69084167,79382,35.72175837,0.000136348,319.8883057,591.595459,0.29883489,0.795742035,3.362982035,8.95499897,108,070801010405,F070801010405_224,32
1373,471.1978891,3263.899665,476_19_1,1.726418853,0.806183219,120.1212997,391.8050537,78,204.9962616,100,1366.641724,5.835295677,68.02090454,0.790059566,0.225731298,200.0000003,0.022617833,135.8157211,12.1583333,5170,2583,0.01414802,253.3681256,506737,228.0313101,0.000870386,325.1175537,596.8013306,0.046504568,0.125868201,0.526775479,1.425758362,108,070802060704,F070802060704_435,32
1374,467.6663919,3263.505625,489_6_1,1.632546663,0.806085885,120.1067963,391.7577515,78,204.9715271,100,1366.476807,5.518007755,64.32234192,0.789964139,0.225704044,31.89804821,0.003607324,131.0005188,11.79866409,792,396,0.002169034,10.66398937,21327,9.597590243,3.66336E-05,325.0783081,596.729248,0.303299993,0.820904791,12.51426601,33.87082672,108,070802060502,F070802060502_192,8
1375,468.8067532,3260.833506,594_27_2,1.652389288,0.805425882,120.0084534,391.4369812,86,225.8091888,100,1505.394531,5.585075855,65.10414124,0.789317369,0.22551924,77.30331453,0.008742167,131.0005856,11.79866886,1918,958,0.00524731,37.99046029,75981,34.19141444,0.000130507,345.817627,617.2461548,0.125269786,0.360978723,3.509900331,10.11416531,108,070802060804,F070802060804_241,32
1376,467.6693102,3260.713905,525_6_2,1.674813151,0.805396318,120.0040512,391.4226074,84,220.5497284,100,1470.331543,5.660868645,65.98764038,0.789288402,0.22551097,121.0528857,0.01368977,132.8895493,11.94101318,3002,1501,0.008221517,117.955025,235910,106.1595237,0.000405206,340.553772,611.9723511,0.079949401,0.226884589,1.130412459,3.207943678,108,070802060502,F070802060502_60,16
1377,468.5887222,3259.889481,420_5_1,1.695424199,0.805192709,119.9737167,391.3236694,77,202.1194916,100,1347.463257,5.7305336,66.79971313,0.789088845,0.225453958,200.0000027,0.022617834,138.8753672,12.53794098,5513,2756,0.015095603,205.1683805,410337,184.6515402,0.000704807,322.0932007,593.4431763,0.043531828,0.116869815,0.649730384,1.744329929,108,070801030303,F070801030303_549,16
1378,468.1465306,3259.807044,128_21_2,1.74077642,0.805172324,119.9706726,391.3137512,78,204.739212,100,1364.928101,5.883824348,68.58659363,0.789068878,0.225448251,74.03393437,0.008372436,142.3314575,10.812172,825,414,0.002267627,41.43515497,82870,37.2916395,0.000142341,324.7098999,596.0529785,0.289784223,0.784323454,3.217092991,8.707310677,108,070801030406,F070801030406_608,16
1379,470.3033775,3258.059219,434_3_1,1.697663903,0.804740608,119.9063492,391.1039429,86,225.6169739,100,1504.113159,5.738103867,66.88795471,0.788645804,0.225327373,75.75359154,0.008566911,128.8216302,11.6578474,1823,911,0.004989875,70.40406749,140809,63.3636583,0.000241856,345.5233154,616.7209473,0.131620586,0.379279166,1.892352104,5.453020096,108,070801030303,F070801030303_16,8
1380,468.3924919,3256.493266,85_3_1,1.658326745,0.804353833,119.8487244,390.9159546,78,204.5310974,100,1363.540649,5.605144501,65.33807373,0.788266778,0.225219071,200.0000012,0.022617833,130.999527,11.79859434,4961,2480,0.013583852,175.84835,351696,158.2635158,0.000604085,324.3798218,595.4470215,0.048326097,0.13079831,0.757273257,2.049618483,108,070802060301,F070802060301_110,32
1381,468.8218887,3254.249144,602_47_2,1.57163322,0.80379951,119.7661285,390.6465759,69,180.8065338,100,1205.376953,5.312120438,61.92234802,0.787723541,0.22506386,100.2802539,0.01134061,131,8.756162473,1690,846,0.004633846,90.50327241,181006,81.45294571,0.000310902,300.5726624,571.453125,0.141567528,0.355286837,1.470371962,3.690138578,108,070801010602,F070801010602_536,24
1382,467.5362069,3252.407191,487_23_2,1.688421369,0.803344548,119.6983414,390.4254456,78,204.2744598,100,1361.829712,5.706864357,66.52380371,0.787277639,0.22493647,21.58619475,0.002441165,131.0006943,11.79867649,536,268,0.001467932,14.63750196,29275,13.17375147,5.02836E-05,323.9728088,594.6998901,0.446635604,1.208853722,9.08612442,24.5922966,108,070802060502,F070802060502_393,16
1383,466.2421025,3251.909523,393_27_1,1.650490522,0.803221643,119.6800232,390.3657227,77,201.6247101,100,1344.164795,5.578658104,65.02932739,0.787157238,0.224902064,,,,,,,,56.1786843,112359,50.56081464,0.000192988,321.3047485,591.9904175,,,2.367050886,6.35481739,108,070801030408,F070801030408_98,8
1384,466.2356109,3250.309563,443_21_2,1.714954734,0.802826464,119.6211395,390.1736755,78,204.1426086,100,1360.950684,5.796546936,67.56921387,0.786769927,0.224791408,200.0000005,0.022617833,144.031917,12.82985755,5390,2696,0.014766961,152.757419,305514,137.4816757,0.000524762,323.7637329,594.3162842,0.044369858,0.120090403,0.870087862,2.354959249,108,070801030303,F070801030303_82,8
1385,464.6193793,3249.352397,60_25_1,1.656934142,0.802590013,119.5859146,390.0587463,76,198.8497009,100,1325.664673,5.600437164,65.28320313,0.786538184,0.224725202,27.91387042,0.003156756,131.0003586,11.79865313,692,346,0.001895166,20.30374891,40607,18.2733742,6.97487E-05,318.4356079,588.9084473,0.34562403,0.920334101,6.544270992,17.42620659,104,070801030202,F070801030202_256,32
1386,466.9225487,3249.191069,396_13_2,1.698587298,0.802550197,119.5799789,390.0393982,73,190.9902496,100,1273.268311,5.741225243,66.92433929,0.786499202,0.224714056,38.48714703,0.004352479,147.4327698,10.10535869,995,496,0.00271677,22.67466933,45350,20.40720257,7.78934E-05,310.5702209,581.0296631,0.241088673,0.626149654,5.859694958,15.21865749,108,070801030603,F070801030603_3,24
1387,465.2479099,3249.11582,559_8_1,1.661819696,0.8025316,119.5772095,390.030365,79,206.6839905,100,1377.893311,5.616950512,65.47569275,0.786480963,0.224708855,101.3967726,0.011466876,137.6108322,12.29325533,2598,1299,0.00711509,135.1601356,270320,121.6441211,0.00046431,326.2612,596.7143555,0.092053279,0.251163363,0.983008564,2.682096004,108,070802060501,F070802060501_126,16
1388,463.180102,3248.115048,87_11_1,1.631318092,0.80228442,119.5403748,389.9102173,78,204.0048828,100,1360.032593,5.51385498,64.27393341,0.78623873,0.224639639,43.49410629,0.004918712,147.9998474,13.12368011,1200,600,0.003286416,51.2437706,102488,46.1193924,0.000176036,323.5452576,593.9151001,0.199233964,0.539242089,2.591976404,7.015384197,108,070802060301,F070802060301_213,32
1389,466.5455162,3248.098805,138_23_1,1.647121906,0.802280426,119.5397797,389.9082947,79,206.6193085,100,1377.462036,5.567272186,64.89660645,0.786234796,0.224638522,,,,,,,,29.18144035,58363,26.26329613,0.000100246,326.1590881,596.5275879,,,4.551590919,12.41881752,108,070802060602,F070802060602_181,24
1390,466.7723612,3247.838396,128_51_1,1.687924981,0.802216113,119.5301971,389.8770447,78,203.9875183,100,1359.916748,5.705186367,66.50424194,0.786171794,0.224620506,101.9763757,0.011532423,144.8827209,12.95365334,2769,1385,0.007586143,360.5245508,721049,324.4720932,0.001238496,323.5177002,593.864563,0.086303391,0.233586788,0.368383586,0.99705863,108,070801030406,F070801030406_497,16
1391,464.3921091,3247.756289,723_21_2,1.578330755,0.802195787,119.5271759,389.867157,74,193.5217133,100,1290.144775,5.334757805,62.18623352,0.786151886,0.224614814,162.2887138,0.018353095,138.6513233,12.40730917,4349,2174,0.01190778,80.35530912,160709,72.31977956,0.000276042,313.0488892,583.388855,0.0549803,0.14399673,1.652759075,4.328675747,108,070801010405,F070801010405_53,32
1392,464.8566383,3247.722807,411_5_1,1.594827771,0.802187562,119.5259476,389.8631592,68,177.8289642,100,1185.526367,5.390517712,62.83621597,0.786143839,0.224612519,191.1591641,0.02161803,143.6278381,10.19420685,4776,2387,0.013074457,206.835567,413671,186.15201,0.000710534,297.3549194,567.6921387,0.050073709,0.12457265,0.642087877,1.597376943,108,070802060602,F070802060602_219,24
1393,463.8836966,3245.377562,85_2_2,1.607738256,0.801608264,119.4396286,389.581604,78,203.832901,100,1358.885986,5.434155464,63.34488678,0.785576105,0.22445032,42.35988617,0.004790444,131.0000458,11.79863071,1051,526,0.002881091,47.97356796,95947,43.17621231,0.000164802,323.272522,593.4144897,0.227071539,0.614586532,2.766329527,7.48728323,108,070802060301,F070802060301_110,32
1394,464.6340162,3245.233746,128_9_1,1.667154908,0.80157274,119.4343414,389.5643616,78,203.8239136,100,1358.82605,5.63498354,65.68590546,0.785541296,0.224440366,22.88343811,0.002587869,159.3332214,14.16390038,682,341,0.00186778,70.36303711,140726,63.32673264,0.000241715,323.2582397,593.3883057,0.350247324,0.947971404,1.886001945,5.104609489,108,070801030406,F070801030406_540,16
1395,464.4934053,3241.453736,656_29_1,1.646395206,0.800639093,119.2952271,389.1105957,76,198.3661346,100,1322.440918,5.564815998,64.86797333,0.784626305,0.22417894,82.54382801,0.009334813,131.0003052,11.79864915,2047,1023,0.005603339,46.51304746,93025,41.86174095,0.000159784,317.661377,587.4767456,0.116613127,0.310519427,2.849743605,7.588346004,104,070801030202,F070801030202_256,32
1396,464.2971,3241.026156,617_14_1,1.691329479,0.800533473,119.2794876,389.0592651,69,180.0717926,100,1200.478638,5.716693878,66.63838196,0.784522831,0.224149376,27.97657894,0.003163848,147.9994354,13.19474792,823,411,0.002251195,25.53681646,51074,22.98313485,8.77256E-05,299.3512878,569.1310425,0.290217727,0.728348613,5.189870358,13.02482414,108,070801010604,F070801010604_219,32
1397,465.1966274,3239.916514,424_9_2,1.700307369,0.800259352,119.2386398,388.9260559,82,213.9247742,100,1426.165161,5.747038841,66.99211121,0.784254193,0.22407262,84.07392728,0.00950785,131.0000966,9.136475891,2062,1032,0.005652635,78.24497938,156491,70.4204821,0.000268792,333.1634216,602.8508301,0.115541317,0.322832763,1.69323802,4.731058598,108,070801030303,F070801030303_700,8
