OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID
1334,472.1090973,3292.100308,594_27_1,1.652389288,0.813148797,530.1730347,86,227.9737854,100,1519.825195,5.585075855,8.545166016,0.87820071,2.623060703,39.06694931,0.004418049,133.1239319,11.95602679,1001,500,0.00273868,20.42076821,40841,18.37869111,7.01507E-05,758.1468506,1.060346127,1.516293645,28.84716034,41.25140762,108c,070802060804,F070802060804_247
1335,471.6253701,3290.522135,549_7_2,1.652060151,0.812758982,529.9188843,86,227.8646698,100,1519.097778,5.583963394,8.543463707,0.877779722,2.621803284,,,,,,,,6.344980717,12690,5.710482597,2.17967E-05,757.7835693,,,92.79756927,132.7004395,108c,070801010301,F070801010301_185
1336,471.2328327,3289.554395,434_28_1,1.708805203,0.812519908,529.7630005,86,227.7980194,100,1518.653442,5.775761604,8.836915016,0.877521515,2.621032,36.78001308,0.004159421,130.9997482,11.79861021,912,456,0.002497676,84.21271193,168426,75.79144175,0.000289293,757.5610352,1.161760926,1.661318064,6.989747047,9.995337486,108c,070801030303,F070801030303_425
1337,473.3053068,3289.175449,138_17_2,1.671702385,0.812426329,529.7019653,78,206.5837708,100,1377.225098,5.650353909,8.645041466,0.877420425,2.620730162,,,,,,,,26.65032005,53301,23.98528862,9.15508E-05,736.2857666,,,22.08445168,30.6973896,108c,070802060602,F070802060602_42
1338,469.6297164,3287.897567,449_4_2,1.675908685,0.812110722,529.4962158,85,225.0358887,100,1500.239258,5.664571285,8.666793823,0.877079606,2.619712114,,,,,,,,0.31395742,628,0.282561687,1.07853E-06,754.5321045,,,1873.913696,2670.326904,108c,070801030301,F070801030301_434
1339,471.2229652,3286.148263,44_2_2,1.588528156,0.811678648,529.2144775,76,201.1014404,100,1340.67627,5.369225025,8.214914322,0.876612961,2.618318319,,,,,,,,0.40030992,801,0.360278934,1.37517E-06,730.315918,,,1468.9021,2027.084717,104,070801030401,F070801030401_458
1340,467.9826741,3284.765326,836_150_1,1.662899017,0.811337054,528.9917603,74,195.726944,100,1304.846313,5.620598793,8.599515915,0.876244009,2.617216349,,,,,,,,29.22436905,58449,26.30193138,0.000100393,724.718689,,,20.11227798,27.55381966,108c,070802060302,F070802060302_360
1341,469.7434418,3284.123932,424_8_1,1.719088197,0.811178625,528.8884888,78,211.3579102,100,1409.052734,5.810518265,8.89009285,0.876072943,2.616705179,,,,,,,,24.34994445,48700,21.91495001,8.36484E-05,740.2463989,,,24.13368416,33.77814865,108c,070801030303,F070801030303_694
1342,469.4583746,3283.315164,391_18_1,1.620490789,0.81097883,528.7581787,70,185.0653687,100,1233.769165,5.477258682,8.380206108,0.875857115,2.616060734,,,,,,,,0.334337266,668,0.300903533,1.14854E-06,713.8235474,,,1757.234863,2372.26709,108c,070801030607,F070801030607_27
1343,471.3310713,3282.633235,161_1_2,1.665908933,0.810810387,528.6483765,86,227.3188019,100,1515.45874,5.630772114,8.615081787,0.875675201,2.615517378,,,,,,,,14.13076264,28262,12.71768674,4.85429E-05,755.9671631,,,41.56796646,59.44219208,108c,070802060602,F070802060602_312
1344,473.5880761,3282.616683,138_6_2,1.686839819,0.810806334,528.645752,80,211.4582825,100,1409.721924,5.701518536,8.723323822,0.87567085,2.615504265,,,,,,,,41.08316076,82167,36.97484529,0.000141131,740.1040039,,,14.29744339,20.01641846,108c,070802060602,F070802060602_530
1345,471.5348054,3282.305999,404_11_2,1.676334977,0.810729563,528.5957031,88,232.5820923,100,1550.547241,5.666012287,8.668998718,0.87558794,2.615256548,,,,,,,,11.33096528,22662,10.19786859,3.89248E-05,761.1777954,,,51.8339386,74.64086914,108c,070802060601,F070802060601_399
1346,469.991381,3281.930433,487_40_2,1.656885862,0.810636818,528.5352173,78,206.1287079,100,1374.191406,5.600274086,8.568419456,0.875487745,2.614957571,,,,,,,,18.8981595,37797,17.0083437,6.49201E-05,734.6639404,,,31.07505417,43.19432449,108c,070802060502,F070802060502_389
1347,470.5888395,3281.704784,76_5_2,1.656020403,0.810581088,528.4988403,78,206.114563,100,1374.097046,5.597349167,8.563943863,0.875427604,2.614777803,,,,,,,,0.01849797,37,0.016648173,6.35454E-08,734.6134033,,,31745.1543,44125.76563,104,070801030403,F070801030403_115
1348,470.8120635,3280.5552,598_9_2,1.665554285,0.810297132,528.3137207,5,13.2078104,100,88.05207062,5.629573345,8.613246918,0.875120878,2.613861799,,,,,,,,1.647360086,3295,1.482624054,5.65911E-06,541.5215454,,,356.3369446,365.2453613,108c,070802060804,F070802060804_364
1349,471.736304,3279.872399,424_5_1,1.722924948,0.81012851,528.2037964,78,205.9994812,100,1373.329834,5.823486328,8.909934044,0.874938786,2.613317728,,,,,,,,8.613853455,17228,7.752468109,2.95908E-05,734.2032471,,,68.13362885,94.70574188,108c,070801030303,F070801030303_700
1350,472.5534457,3279.665337,389_32_1,1.756391883,0.81007731,528.1704102,86,227.1132965,100,1514.088623,5.9366045,9.083004951,0.874883473,2.613152504,,,,,,,,3.762447357,7525,3.386202574,1.2925E-05,755.2836914,,,155.9772034,223.0474091,108c,070802060601,F070802060601_66
1351,472.8671572,3279.040292,97_5_1,1.722960353,0.809922934,528.0697632,70,184.8241119,100,1232.160767,5.823606014,8.910117149,0.874716759,2.612654686,,,,,,,,6.131415367,12263,5.51827383,2.1063E-05,712.8938599,,,95.6947403,129.1878357,108c,070801030406,F070801030406_706
1352,470.1601312,3277.833912,525_11_1,1.798858166,0.80962497,527.8754883,84,221.7076721,100,1478.051147,6.080140591,9.302615166,0.874394953,2.611693382,,,,,,,,3.991186857,7982,3.592068195,1.37108E-05,749.5831299,,,146.9558716,208.6773071,108c,070802060502,F070802060502_61
1353,470.3910065,3274.406169,144_2_1,1.712343693,0.808778346,527.3234863,86,226.7490997,100,1511.660645,5.787721634,8.855214119,0.873480618,2.608962297,,,,,,,,12.83270311,25665,11.54943246,4.40837E-05,754.0725708,,,45.65795517,65.2908783,108c,070801030407,F070801030407_488
1354,469.1891178,3273.842958,656_21_2,1.628753185,0.808639228,527.2327881,76,200.3484497,100,1335.656372,5.505185604,8.422933578,0.873330355,2.608513594,,,,,,,,32.00640869,64013,28.80576706,0.00010995,727.5812378,,,18.30302811,25.25817871,104,070801030202,F070801030202_256
1355,468.7246693,3273.337666,496_20_1,1.646540165,0.808514416,527.1514282,78,205.5890503,100,1370.593628,5.56530571,8.514917374,0.873195589,2.608110905,,,,,,,,19.68539429,39371,17.7168541,6.76245E-05,732.7404785,,,29.75423431,41.35838699,108c,070802060502,F070802060502_476
1356,468.4958029,3273.317124,53_6_2,1.641365051,0.80850935,527.1480713,78,205.5874634,100,1370.58313,5.547813892,8.488155365,0.873190105,2.608094692,,,,,,,,13.41194446,26824,12.07075035,4.60735E-05,732.7355347,,,43.67152405,60.70339584,104,070801030601,F070801030601_204
1357,467.9483099,3272.625706,104_1_2,1.689347744,0.808338523,527.0367432,86,226.6257935,100,1510.838623,5.70999527,8.736292839,0.873005629,2.607543707,,,,,,,,22.17931271,44359,19.96138144,7.61917E-05,753.6625366,,,26.40281868,37.75603104,108c,070802060602,F070802060602_175
1358,467.19857,3272.371896,38_3_1,1.717177153,0.808275878,526.9958496,4,10.53990078,100,70.26600647,5.804058552,8.880209923,0.872937977,2.607341528,,,,,,,,0.334337834,669,0.300904043,1.14854E-06,537.5357666,,,1751.375122,1786.402588,104,070801030401,F070801030401_591
1359,469.4480321,3272.190562,537_14_1,1.684698105,0.808231056,526.9666748,83,218.6911621,100,1457.94104,5.694279671,8.712247849,0.872889519,2.607197046,,,,,,,,0.740298033,1481,0.666268229,2.54312E-06,745.6578369,,,790.9227295,1119.15564,108c,070801010302,F070801010302_42
1360,473.4135447,3270.922845,396_22_2,1.671564937,0.807917953,526.7625122,78,205.4373779,100,1369.58252,5.649889469,8.644330978,0.872551382,2.606186867,,,,,,,,9.905620396,19811,8.915058553,3.40284E-05,732.1998901,,,59.08682632,82.13069153,108c,070801030603,F070801030603_275
1361,469.2928088,3270.60228,496_14_2,1.688460469,0.807838738,526.7108765,86,226.485672,100,1509.904541,5.706996441,8.731704712,0.872465849,2.60593152,,,,,,,,22.37623215,44752,20.13860893,7.68682E-05,753.1965332,,,26.15428352,37.40062332,108c,070802060502,F070802060502_395
1362,471.7797666,3270.582587,656_15_2,1.746881843,0.80783391,526.7077026,76,200.1489258,100,1334.326172,5.90446043,9.033824921,0.872460604,2.605915785,190.050694,0.021492675,139.4997915,12.45026239,4805,2402,0.013156618,104.5207915,209041,94.0687102,0.000359056,726.8566284,0.219278812,0.302604765,5.599180698,7.726869106,104,070801030202,F070801030202_256
1363,469.2043462,3270.472615,186_25_2,1.673828602,0.80780673,526.6900024,37,97.43768311,100,649.5845337,5.657540798,8.656037331,0.872431278,2.605828047,,,,,,,,56.05152354,112104,50.44637051,0.000192552,624.1276855,,,10.44059277,12.37210274,108c,070801030407,F070801030407_308
1364,469.5143758,3270.243143,559_14_2,1.683224201,0.807750046,526.6530151,79,208.0279541,100,1386.853027,5.689297676,8.70462513,0.872370064,2.605645418,25.49336338,0.002883023,130.9997177,11.79860735,632,316,0.001730846,15.78053427,31561,14.20248103,5.42103E-05,734.6809692,1.666623473,2.324939728,37.08176041,51.72905731,108c,070802060501,F070802060501_73
1365,469.0953298,3269.623949,537_13_2,1.703061342,0.807597101,526.5532837,83,218.5196228,100,1456.797485,5.756347179,8.807210922,0.87220484,2.605151892,,,,,,,,16.26600075,32532,14.63940048,5.5878E-05,745.072876,,,35.96822739,50.8950386,108c,070801010302,F070801010302_42
1366,469.338031,3268.627239,161_21_2,1.770228505,0.807350934,526.3928223,86,226.3486023,100,1508.990723,5.983372211,9.154559135,0.871939003,2.604357958,,,,,,,,0.975228786,1950,0.877705891,3.35017E-06,752.7414551,,,599.7371216,857.6237793,108c,070802060602,F070802060602_424
1367,468.3388091,3266.620319,525_8_1,1.697392821,0.806855202,526.0695801,77,202.5366058,100,1350.244019,5.737187862,8.777897835,0.871403635,2.602758646,,,,,,,,144.5210149,289041,130.0689139,0.000496467,728.6062012,,,4.044545174,5.60169363,108c,070802060502,F070802060502_178
1368,466.7858184,3265.882147,449_5_2,1.682841301,0.806672871,525.9506836,68,178.8230438,100,1192.153564,5.68800354,8.702645302,0.871206701,2.602170467,,,,,,,,14.27030635,28541,12.84327602,4.90222E-05,704.7737427,,,40.95144272,54.87491989,108c,070801030301,F070801030301_144
1369,464.5622176,3265.693054,137_14_2,1.64733696,0.806626201,525.9202881,86,226.1457062,100,1507.638062,5.567998886,8.5190382,0.871156275,2.602020025,,,,,,,,20.36520767,40730,18.32868719,6.99598E-05,752.065979,,,28.6938324,41.03218079,108c,070802060602,F070802060602_363
1370,469.2951245,3264.938414,421_27_1,1.558525681,0.806439817,525.7987671,83,218.2062378,100,1454.708252,5.26781702,8.059760094,0.87095499,2.601418734,,,,,,,,10.78029251,21561,9.702262878,3.70331E-05,744.0050049,,,54.1934166,76.68365479,108c,070801030605,F070801030605_51
1371,466.4860767,3264.848333,449_5_1,1.682841301,0.806417525,525.7842407,68,178.7666321,100,1191.777588,5.68800354,8.702645302,0.87093091,2.60134697,,,,,,,,6.170589924,12341,5.553530693,2.11976E-05,704.5509033,,,94.67566681,126.8654022,108c,070801030301,F070801030301_144
1372,470.8503978,3264.180374,723_51_2,1.682922006,0.806252539,525.6766357,76,199.7566833,100,1331.711182,5.688276291,8.703063011,0.870752752,2.600814581,,,,,,,,39.69084167,79382,35.72175837,0.000136348,725.4333496,,,14.71586704,20.30788422,108c,070801010405,F070801010405_224
1373,471.1978891,3263.899665,476_19_1,1.726418853,0.806183219,525.6314697,78,204.9962616,100,1366.641724,5.835295677,8.928002357,0.870677888,2.600590944,,,,,,,,253.3681256,506737,228.0313101,0.000870386,730.6277466,,,2.305084705,3.204067707,108c,070802060704,F070802060704_435
1374,466.7186009,3263.530626,192_7_2,1.681289911,0.806092083,525.5720215,61,160.2992401,100,1068.661621,5.682759762,8.69462204,0.870579422,2.600296974,,,,,,,,58.22886679,116458,52.40598121,0.000200031,685.8712769,,,10.02885532,13.08765221,108c,070801030407,F070801030407_455
1375,466.6151806,3262.330311,549_3_1,1.613689065,0.80579561,525.3787231,86,225.9126282,100,1506.084229,5.454268932,8.345031738,0.870259285,2.599340677,,,,,,,,16.72850418,33457,15.05565357,5.74668E-05,751.2913818,,,34.89577484,49.90094757,108c,070801010301,F070801010301_188
1376,468.8067532,3260.833506,594_27_2,1.652389288,0.805425882,525.1376953,86,225.8091888,100,1505.394531,5.585075855,8.545166016,0.869859934,2.598148108,77.30331453,0.008742167,131.0005856,11.79866886,1918,958,0.00524731,37.99046029,75981,34.19141444,0.000130507,750.9468994,0.548160434,0.783869386,15.35875893,21.96302605,108c,070802060804,F070802060804_247
1377,466.4409552,3259.252384,559_1_2,1.667003989,0.805035353,524.8830566,80,209.9528503,100,1399.685669,5.634473324,8.620743752,0.869438171,2.596888304,,,,,,,,1.817857504,3636,1.636071801,6.24482E-06,734.8359375,,,320.8190918,449.1465149,108c,070802060501,F070802060501_73
1378,468.2279225,3259.079602,590_5_1,1.67875874,0.804992676,524.8552246,69,181.075058,100,1207.166992,5.67420435,8.68153286,0.869392097,2.596750498,,,,,,,,0.65605849,1312,0.590452671,2.25373E-06,705.9302979,,,888.9031372,1195.574707,108c,070802060802,F070802060802_196
1379,468.807207,3258.246249,393_34_2,1.634079099,0.804786801,524.7210083,70,183.6523743,100,1224.349121,5.52318716,8.450476646,0.869169772,2.596086502,,,,,,,,16.17403978,32348,14.55663592,5.55621E-05,708.3734131,,,36.04685974,48.66326523,108c,070801030408,F070801030408_139
1380,470.3033775,3258.059219,434_3_1,1.697663903,0.804740608,524.6908569,86,225.6169739,100,1504.113159,5.738103867,8.779298782,0.869119883,2.59593749,,,,,,,,70.40406749,140809,63.3636583,0.000241856,750.3078613,,,8.280627251,11.8412962,108c,070801030303,F070801030303_16
1381,470.855674,3255.955647,388_9_2,1.711752534,0.804221034,524.3521118,86,225.4714203,100,1503.142822,5.785723686,8.852157593,0.868558705,2.594261408,,,,,,,,0.251016885,502,0.22591519,8.62309E-07,749.8235474,,,2321.013184,3319.048828,108c,070802060601,F070802060601_70
1382,467.4365511,3255.054169,128_42_1,1.674533844,0.803998351,524.2069092,78,204.4407043,100,1362.937988,5.659924507,8.659684181,0.8683182,2.593543053,,,,,,,,3.64192462,7284,3.277732134,1.2511E-05,728.647583,,,159.9297638,222.3023529,108c,070801030406,F070801030406_284
1383,466.871084,3252.59101,184_7_1,1.664073229,0.803389966,523.8102417,79,206.9050751,100,1379.367188,5.624567509,8.605587959,0.867661178,2.591580629,,,,,,,,8.788155556,17576,7.909339905,3.01896E-05,730.715332,,,66.22679901,92.38638306,108c,070802060602,F070802060602_140
1384,466.3130016,3251.468783,594_1_2,1.640060663,0.803112805,523.6295776,86,225.159256,100,1501.061768,5.543405056,8.481410027,0.867361844,2.59068656,,,,,,,,0.072511457,145,0.065260313,2.49096E-07,748.7888184,,,8023.706055,11473.87695,108c,070802060804,F070802060804_247
1385,464.6193793,3249.352397,60_25_1,1.656934142,0.802590013,523.2886963,76,198.8497009,100,1325.664673,5.600437164,8.568669319,0.866797209,2.588999987,,,,,,,,20.30374891,40607,18.2733742,6.97487E-05,722.1384277,,,28.63667679,39.51861572,104,070801030202,F070801030202_256
1386,465.2479099,3249.11582,559_8_1,1.661819696,0.8025316,523.2506104,79,206.6839905,100,1377.893311,5.616950512,8.593934059,0.866734147,2.588811636,,,,,,,,135.1601356,270320,121.6441211,0.00046431,729.9345703,,,4.301486969,6.000574112,108c,070802060501,F070802060501_233
1387,467.5879865,3248.817001,496_29_2,1.704454541,0.802457809,523.2025146,78,204.0489655,100,1360.326416,5.761056423,8.814415932,0.866654456,2.588573694,,,,,,,,0.549234867,1098,0.494311392,1.88677E-06,727.2514648,,,1058.447266,1471.241577,108c,070802060502,F070802060502_480
1388,464.7069079,3248.405823,525_1_2,1.609333158,0.802356243,523.1362915,79,206.6388245,100,1377.592163,5.439546108,8.322505951,0.866544724,2.588245869,,,,,,,,0.488932967,978,0.440039665,1.67961E-06,729.7751465,,,1188.838989,1658.43042,108c,070802060502,F070802060502_178
1389,463.180102,3248.115048,87_11_1,1.631318092,0.80228442,523.0894165,78,204.0048828,100,1360.032593,5.51385498,8.436198235,0.866467178,2.588014364,,,,,,,,51.2437706,102488,46.1193924,0.000176036,727.0942993,,,11.34207058,15.76547909,108c,070802060301,F070802060301_213
1390,466.5455162,3248.098805,138_23_1,1.647121906,0.802280426,523.086853,79,206.6193237,100,1377.462158,5.567272186,8.517926216,0.866462886,2.58800149,,,,,,,,29.18144035,58363,26.26329613,0.000100246,729.7061768,,,19.91703033,27.78425789,108c,070802060602,F070802060602_181
1391,466.7723612,3247.838396,128_51_1,1.687924981,0.802216113,523.0449219,78,203.9875183,100,1359.916748,5.705186367,8.728935242,0.866393387,2.587793827,,,,,,,,360.5245508,721049,324.4720932,0.001238496,727.0324707,,,1.611987352,2.240662575,108c,070801030406,F070801030406_497
1392,465.2510415,3245.526161,393_24_2,1.65271616,0.801644981,522.6725464,70,182.9351349,100,1219.567627,5.586180687,8.54685688,0.865776598,2.585951567,,,,,,,,17.3401854,34681,15.6061666,5.95681E-05,705.607666,,,33.49141312,45.21338654,108c,070801030408,F070801030408_139
1393,466.8763956,3243.050663,434_18_1,1.794666171,0.801033497,522.2738647,70,182.7958374,100,1218.638916,6.065971851,9.280937195,0.865116179,2.58397913,,,,,,,,8.094765023,16189,7.285288521,2.78076E-05,705.0697021,,,71.68883514,96.77993011,108c,070801030303,F070801030303_362
1394,462.861813,3242.356842,523_8_2,1.704218626,0.800862134,522.1621094,84,219.3076019,100,1462.050659,5.760259151,8.813196182,0.864931107,2.583426237,,,,,,,,4.215187073,8430,3.79366827,1.44803E-05,741.4697266,,,137.6404266,195.4492798,108c,070802060502,F070802060502_154
1395,467.1872369,3241.925327,487_8_2,1.701404452,0.80075556,522.0926514,78,203.615921,100,1357.439453,5.750747204,8.798643112,0.86481601,2.583082438,,,,,,,,3.141579866,6283,2.827421904,1.07921E-05,725.7085571,,,184.6532593,256.6679382,108c,070802060502,F070802060502_339
1396,466.4603367,3241.907833,161_13_2,1.686759353,0.800751209,522.0897827,78,203.615097,100,1357.43396,5.701246738,8.722907066,0.864811301,2.583068371,,,,,,,,4.956512094,9913,4.460860968,1.70269E-05,725.704895,,,117.0378952,162.6826935,108c,070802060602,F070802060602_199
1397,468.2374826,3241.795672,397_5_1,1.653938413,0.800723553,522.0717773,78,203.6079865,100,1357.386597,5.590312004,8.553177834,0.864781439,2.582979202,,,,,,,,8.130392075,16261,7.317352772,2.793E-05,725.6797485,,,71.34708405,99.17243958,108c,070802060602,F070802060602_155
1398,462.3751178,3240.056783,559_8_2,1.661819696,0.800294042,521.791687,79,206.1077728,100,1374.051758,5.616950512,8.593934059,0.864317536,2.581593752,,,,,,,,11.2691437,22539,10.14222944,3.87125E-05,727.8994751,,,51.44743347,71.7691803,108c,070802060501,F070802060501_233
1399,465.1966274,3239.916514,424_9_2,1.700307369,0.800259352,521.769104,82,213.9247742,100,1426.165161,5.747038841,8.792969704,0.864280105,2.581481695,40.79561996,0.004613543,131.000351,11.79865265,1012,506,0.002771544,78.24497938,156491,70.4204821,0.000268792,735.6938477,1.031164289,1.453940392,7.409337521,10.44715691,108c,070801030303,F070801030303_770
1400,465.0586717,3238.516109,434_29_2,1.646618366,0.799913466,521.5435791,86,224.2637329,100,1495.091553,5.565569878,8.515321732,0.863906562,2.580366135,,,,,,,,44.0304203,88061,39.62737656,0.000151256,745.807312,,,13.16119385,18.82050705,108c,070801030303,F070801030303_20
1401,466.1903659,3238.449834,598_9_1,1.665554285,0.799897134,521.532959,5,13.03831673,100,86.92211151,5.629573345,8.613246918,0.863888919,2.580313444,,,,,,,,1.6820364,3364,1.513832808,5.77824E-06,534.5712891,,,344.5115967,353.1243896,108c,070802060804,F070802060804_364
1402,465.3540407,3238.000969,563_4_2,1.702358007,0.79978621,521.4606323,75,195.5477295,100,1303.651489,5.753970146,8.803574562,0.863769114,2.579955578,,,,,,,,0.265899241,532,0.239309311,9.13433E-07,717.0083618,,,2179.023682,2996.157471,108c,070802060501,F070802060501_137
1403,464.8992251,3237.996543,137_21_2,1.648860812,0.799785137,521.4598999,78,203.3692627,100,1355.795044,5.573149681,8.526919365,0.863767922,2.579952002,,,,,,,,2.802379414,5605,2.522141576,9.62691E-06,724.8291626,,,206.7528229,287.3863831,108c,070802060602,F070802060602_267
1404,464.1701836,3237.926502,549_4_1,1.682400823,0.799767852,521.4486694,74,192.9357758,100,1286.238525,5.686514854,8.700367928,0.863749266,2.579896212,,,,,,,,30.24972343,60499,27.22475052,0.000103916,714.3844604,,,19.15347862,26.24025726,108c,070801010301,F070801010301_190
1405,463.4143104,3237.101546,161_1_1,1.665908933,0.799564064,521.3157959,86,224.1657867,100,1494.438599,5.630772114,8.615081787,0.863529205,2.579238892,,,,,,,,96.20120513,192401,86.58108363,0.000330476,745.4815674,,,6.021128178,8.61021328,108c,070802060602,F070802060602_312
1406,467.5290527,3235.457771,27_19_1,1.752231121,0.799158096,521.0510864,78,203.2099152,100,1354.732788,5.922541142,9.061488152,0.863090754,2.577929258,,,,,,,,0.364323169,729,0.327890843,1.25155E-06,724.2609863,,,1589.099243,2208.8479,104,070801030202,F070801030202_216
1407,464.5597341,3231.414838,496_20_2,1.646540165,0.79815948,520.3999634,78,202.9559937,100,1353.039917,5.56530571,8.514917374,0.862012267,2.574707985,,,,,,,,43.07834196,86156,38.77050734,0.000147985,723.355957,,,13.42257309,18.65737724,108c,070802060502,F070802060502_476
1408,463.800454,3230.272181,424_4_2,1.653347015,0.797877252,520.2159424,85,221.0916595,100,1473.944336,5.588313103,8.5501194,0.861707449,2.573797703,,,,,,,,8.785043716,17570,7.90653944,3.01789E-05,741.3076172,,,65.7956543,93.75879669,108c,070801030303,F070801030303_770
1409,464.4161839,3228.972605,598_23_2,1.644493699,0.797556221,520.0066528,78,202.8023987,100,1352.015991,5.55838871,8.50433445,0.861360729,2.572762012,,,,,,,,3.498646677,6997,3.14878206,1.20188E-05,722.809082,,,165.1453247,229.5519562,108c,070802060804,F070802060804_424
1410,465.6529128,3228.486586,393_6_2,1.658929229,0.797436178,519.9284058,49,127.3824539,100,849.2163696,5.607180595,8.578986168,0.861231089,2.572374821,,,,,,,,22.55226684,45104,20.29704094,7.74729E-05,647.3108521,,,25.61597061,31.89188194,108c,070801030408,F070801030408_139
1411,463.7572576,3227.738696,138_11_1,1.675479293,0.797251463,519.8079834,78,202.7250977,100,1351.50061,5.663119793,8.664573669,0.861031592,2.571779013,,,,,,,,1.288072824,2576,1.159265518,4.42487E-06,722.5330811,,,448.3942566,623.2680054,108c,070802060602,F070802060602_42
1412,465.2570032,3226.6193,487_32_2,1.664434195,0.796974957,519.6276855,78,202.6547852,100,1351.03186,5.625787735,8.607455254,0.860732973,2.57088685,,,,,,,,35.07593441,70153,31.56834221,0.000120495,722.2824707,,,16.46040535,22.87996292,108c,070802060502,F070802060502_389
1413,460.2639024,3226.374275,588_8_1,1.681826353,0.796914458,519.5882568,15,38.96911621,100,259.7940979,5.684573174,8.697397232,0.860667586,2.570691824,,,,,,,,20.15378284,40307,18.13840437,6.92335E-05,558.557373,,,28.64575386,30.79418373,108c,070801010602,F070801010602_457
1414,455.0432864,3225.658523,588_8_2,1.681826353,0.796737671,519.4729614,9,23.37626076,100,155.8417358,5.684573174,8.697397232,0.860476673,2.570121527,,,,,,,,0.476620346,953,0.428958297,1.63732E-06,542.8492432,,,1211.010376,1265.505859,108c,070801010602,F070801010602_457
1415,462.6953651,3225.141274,137_31_2,1.614370942,0.796609879,519.3896484,79,205.1589813,100,1367.726563,5.456573963,8.348558426,0.860338688,2.569709301,,,,,,,,178.8023976,357605,160.9221568,0.000614233,724.548645,,,3.22758317,4.502479076,108c,070802060602,F070802060602_267
1416,461.8263636,3224.959084,22_3_1,1.658424497,0.796564877,519.3602905,78,202.5505066,100,1350.33667,5.605474949,8.576376915,0.860290051,2.569564104,,,,,,,,21.55196154,43104,19.39676519,7.40366E-05,721.9107666,,,26.77561378,37.2181015,105,070801030402,F070801030402_308
1417,461.5458005,3224.674724,23_36_2,1.62732017,0.796494663,519.3145142,73,189.5498047,100,1263.665405,5.500342369,8.415523529,0.860214233,2.569337606,,,,,,,,47.85377753,95707,43.06839859,0.00016439,708.8643188,,,12.05790138,16.45903587,105,070600060901,F070600060901_38
1418,463.2744334,3223.738558,138_17_1,1.671702385,0.796263397,519.1637573,78,202.4738617,100,1349.825684,5.650353909,8.645041466,0.85996449,2.568591595,,,,,,,,0.551081896,1102,0.495973706,1.89311E-06,721.6376343,,,1046.756592,1454.991699,108c,070802060602,F070802060602_42
1419,463.7154297,3222.545649,138_9_2,1.652063131,0.795968771,518.9716187,78,202.3987122,100,1349.324707,5.583973408,8.543478966,0.859646261,2.567641258,,,,,,,,1.802559882,3605,1.622303873,6.19226E-06,721.3703613,,,319.8979187,444.6579895,108c,070802060602,F070802060602_395
1420,461.4958826,3222.064707,389_4_2,1.598882556,0.795849979,518.894165,86,223.1245575,100,1487.49707,5.404222965,8.268461227,0.859517992,2.567257881,,,,,,,,55.59433153,111189,50.03489763,0.000190981,742.0187378,,,10.37064552,14.83002377,108c,070802060601,F070802060601_59
1421,463.9194784,3220.531521,184_11_1,1.685159326,0.795471311,518.6472778,79,204.8654938,100,1365.77002,5.695838451,8.714632988,0.859109044,2.566036463,,,,,,,,26.98718071,53974,24.28846359,9.2708E-05,723.5127563,,,21.35364723,29.78833008,108c,070802060602,F070802060602_140
1422,461.7421338,3216.243448,520_8_2,1.658947587,0.794412136,517.9567261,68,176.1052856,100,1174.035278,5.607243061,8.579081535,0.857965112,2.562619686,,,,,,,,31.78556859,63571,28.6070112,0.000109192,694.0620117,,,18.10593605,24.26195526,108c,070801010301,F070801010301_510
1423,462.3002755,3215.202226,594_40_1,1.701711416,0.794154942,517.7890015,11,28.47829056,100,189.8552704,5.751784801,8.80023098,0.857687354,2.561790228,,,,,,,,23.85815239,47716,21.47233772,8.1959E-05,546.2672729,,,24.11423492,25.4405117,108c,070802060804,F070802060804_453
1424,460.0420663,3214.193717,84_27_1,1.60819912,0.793905854,517.6265869,78,201.8742981,100,1345.828613,5.435712814,8.316640854,0.857418299,2.560986519,,,,,,,,2.231076658,4462,2.007969052,7.66433E-06,719.5008545,,,257.7861328,358.3226929,104,070801030406,F070801030406_420
1425,456.819299,3213.274718,588_17_1,1.765984178,0.79367888,517.4786377,5,12.93696594,100,86.24643707,5.969026566,9.132610321,0.857173204,2.560254335,,,,,,,,135.3099607,270619,121.7789642,0.000464825,530.4155884,,,4.249327183,4.355559826,108c,070801010602,F070801010602_638
1426,460.055162,3210.846309,443_18_2,1.590210915,0.793079019,517.0875244,78,201.6640167,100,1344.426758,5.374912739,8.2236166,0.856525362,2.55831933,,,,,,,,19.80996704,39620,17.82896996,6.80524E-05,718.7515259,,,29.00265884,40.31368637,108c,070801030303,F070801030303_33
